frame,track_id,centroid_x_m,centroid_y_m,bottom_x_m,bottom_y_m,delta_x,delta_y,alt_cx_m,alt_cy_m,delta_alt_x,delta_alt_y
333,4,1.102,6.052,1.5,6.28,0.009,0.005,1.058,6.028,-0.04,-0.026
333,2,1.849,6.039,2.283,6.293,-0.002,-0.001,1.926,6.082,0.005,0.003
334,1,1.83,6.027,2.31,6.354,-0.004,-0.002,1.801,6.002,-0.005,-0.003
334,4,1.102,6.051,1.506,6.284,0.001,-0.001,1.026,6.008,-0.032,-0.02
334,2,1.833,6.03,2.215,6.292,-0.015,-0.008,1.896,6.076,-0.029,-0.006
335,1,1.832,6.027,2.326,6.37,0.002,0.0,1.798,6.0,-0.003,-0.002
335,4,1.104,6.052,1.502,6.278,0.001,0.001,1.089,6.045,0.062,0.037
335,2,1.846,6.039,2.283,6.293,0.013,0.009,1.934,6.09,0.038,0.014
336,1,1.835,6.028,2.33,6.373,0.003,0.001,1.768,5.975,-0.03,-0.025
336,4,1.105,6.053,1.51,6.279,0.002,0.001,1.047,6.02,-0.041,-0.025
336,2,1.848,6.039,2.283,6.293,0.002,0.0,1.922,6.08,-0.013,-0.009
337,1,1.836,6.031,2.328,6.367,0.001,0.003,1.802,6.004,0.034,0.028
337,4,1.1,6.048,1.508,6.282,-0.005,-0.005,0.999,5.99,-0.048,-0.03
337,2,1.839,6.034,2.256,6.306,-0.009,-0.005,1.9,6.072,-0.021,-0.009
338,2,1.833,6.028,2.321,6.366,-0.006,-0.006,1.76,5.972,-0.14,-0.099
338,4,1.098,6.05,1.508,6.282,-0.002,0.002,1.067,6.034,0.068,0.044
338,1,1.856,6.045,2.279,6.298,0.02,0.013,1.919,6.076,0.117,0.072
339,2,1.833,6.027,2.318,6.37,-0.001,-0.001,1.758,5.971,-0.003,-0.001
339,4,1.092,6.045,1.508,6.282,-0.006,-0.005,1.031,6.011,-0.036,-0.023
339,1,1.86,6.048,2.283,6.301,0.003,0.003,1.917,6.078,-0.002,0.002
340,2,1.835,6.029,2.321,6.366,0.002,0.001,1.763,5.975,0.006,0.004
340,4,1.096,6.047,1.506,6.284,0.004,0.002,1.05,6.022,0.019,0.011
340,1,1.856,6.044,2.261,6.309,-0.003,-0.003,1.912,6.078,-0.005,0.001
341,2,1.836,6.03,2.321,6.366,0.001,0.001,1.806,6.004,0.043,0.029
341,4,1.095,6.048,1.5,6.28,-0.001,0.001,1.072,6.037,0.021,0.016
341,1,1.865,6.051,2.285,6.299,0.009,0.006,1.915,6.072,0.003,-0.006
342,2,1.835,6.028,2.326,6.37,-0.001,-0.002,1.762,5.972,-0.045,-0.032
342,4,1.094,6.048,1.51,6.279,-0.001,-0.0,1.074,6.035,0.003,-0.002
342,1,1.858,6.045,2.265,6.313,-0.007,-0.006,1.911,6.075,-0.004,0.003
343,2,1.831,6.026,2.321,6.366,-0.004,-0.003,1.758,5.969,-0.004,-0.003
343,4,1.087,6.043,1.486,6.275,-0.007,-0.004,1.084,6.047,0.01,0.012
343,1,1.851,6.041,2.279,6.298,-0.007,-0.004,1.921,6.078,0.01,0.002
344,2,1.828,6.024,2.326,6.37,-0.003,-0.002,1.755,5.967,-0.002,-0.002
344,4,1.094,6.048,1.506,6.284,0.007,0.004,1.034,6.015,-0.05,-0.033
344,1,1.84,6.033,2.274,6.294,-0.012,-0.007,1.92,6.082,-0.001,0.005
345,2,1.831,6.026,2.326,6.37,0.004,0.002,1.774,5.982,0.019,0.014
345,4,1.088,6.043,1.5,6.28,-0.006,-0.005,1.067,6.035,0.033,0.02
345,1,1.848,6.038,2.279,6.298,0.009,0.004,1.916,6.076,-0.004,-0.007
346,2,1.832,6.027,2.32,6.368,0.001,0.001,1.768,5.978,-0.006,-0.004
346,4,1.086,6.043,1.5,6.28,-0.002,-0.0,1.029,6.009,-0.038,-0.025
346,1,1.849,6.038,2.279,6.298,0.001,0.001,1.926,6.083,0.01,0.007
347,2,1.829,6.024,2.32,6.368,-0.003,-0.003,1.77,5.979,0.002,0.0
347,4,1.09,6.045,1.51,6.279,0.004,0.002,1.022,6.005,-0.007,-0.004
347,1,1.852,6.04,2.285,6.299,0.003,0.002,1.923,6.076,-0.002,-0.006
348,2,1.826,6.022,2.313,6.367,-0.003,-0.002,1.767,5.977,-0.003,-0.002
348,4,1.092,6.046,1.5,6.28,0.002,0.001,1.098,6.053,0.077,0.048
348,1,1.846,6.036,2.265,6.313,-0.006,-0.004,1.913,6.082,-0.011,0.005
349,2,1.823,6.02,2.317,6.363,-0.003,-0.002,1.755,5.966,-0.012,-0.011
349,4,1.093,6.045,1.506,6.284,0.001,-0.002,0.974,5.975,-0.124,-0.077
350,1,1.824,6.02,2.317,6.363,-0.022,-0.016,1.754,5.967,-0.158,-0.115
350,4,1.088,6.043,1.506,6.284,-0.005,-0.002,0.966,5.971,-0.009,-0.004
351,1,1.824,6.021,2.315,6.365,-0.0,0.0,1.755,5.969,0.001,0.002
351,4,1.092,6.045,1.506,6.284,0.004,0.002,0.966,5.971,0.0,-0.0
351,2,1.835,6.03,2.256,6.306,0.011,0.01,1.892,6.067,0.137,0.101
352,1,1.812,6.011,2.311,6.362,-0.011,-0.01,1.745,5.96,-0.01,-0.009
352,4,1.089,6.039,1.492,6.279,-0.003,-0.006,0.97,5.97,0.004,-0.001
352,2,1.816,6.016,2.229,6.285,-0.018,-0.014,1.9,6.075,0.009,0.008
353,4,1.088,6.042,1.504,6.286,-0.001,0.003,1.008,5.997,0.039,0.027
353,1,1.809,6.009,2.317,6.363,-0.003,-0.003,1.746,5.959,0.001,-0.001
353,2,1.816,6.015,2.216,6.282,-0.001,-0.001,1.888,6.068,-0.012,-0.007
354,1,1.815,6.013,2.315,6.365,0.006,0.005,1.774,5.981,0.028,0.022
354,4,1.091,6.041,1.494,6.276,0.003,-0.001,1.024,6.005,0.015,0.007
354,2,1.823,6.021,2.227,6.287,0.007,0.005,1.896,6.071,0.008,0.003
355,1,1.825,6.019,2.326,6.37,0.01,0.006,1.796,5.998,0.023,0.017
355,4,1.089,6.043,1.5,6.28,-0.001,0.002,1.059,6.03,0.036,0.025
355,2,1.85,6.036,2.278,6.308,0.027,0.016,1.915,6.08,0.019,0.008
356,1,1.824,6.02,2.321,6.366,-0.001,0.001,1.764,5.974,-0.032,-0.024
356,4,1.088,6.043,1.508,6.282,-0.002,-0.0,1.057,6.028,-0.002,-0.001
356,2,1.846,6.035,2.271,6.306,-0.004,-0.001,1.885,6.06,-0.03,-0.019
357,1,1.824,6.019,2.326,6.37,-0.0,-0.0,1.748,5.962,-0.017,-0.012
357,4,1.092,6.047,1.508,6.282,0.004,0.004,1.049,6.021,-0.009,-0.007
357,2,1.84,6.031,2.265,6.305,-0.007,-0.003,1.911,6.079,0.026,0.018
358,4,1.076,6.035,1.508,6.282,-0.016,-0.011,1.016,6.001,-0.033,-0.019
358,1,1.817,6.014,2.326,6.37,-0.007,-0.005,1.742,5.956,-0.006,-0.007
358,2,1.831,6.026,2.267,6.303,-0.009,-0.005,1.915,6.082,0.004,0.003
359,1,1.822,6.017,2.321,6.366,0.004,0.003,1.752,5.964,0.01,0.008
359,4,1.072,6.033,1.497,6.272,-0.004,-0.003,1.028,6.008,0.012,0.006
359,2,1.848,6.036,2.276,6.31,0.017,0.009,1.914,6.08,-0.001,-0.002
360,1,1.816,6.014,2.315,6.365,-0.005,-0.004,1.745,5.958,-0.007,-0.006
360,4,1.098,6.048,1.5,6.28,0.026,0.016,1.042,6.015,0.014,0.008
360,2,1.839,6.03,2.271,6.306,-0.009,-0.006,1.917,6.078,0.003,-0.002
361,1,1.829,6.024,2.332,6.371,0.013,0.01,1.77,5.979,0.025,0.02
361,4,1.085,6.041,1.5,6.28,-0.013,-0.007,1.036,6.015,-0.006,0.0
361,2,1.836,6.029,2.274,6.312,-0.003,-0.001,1.919,6.085,0.002,0.007
362,1,1.828,6.024,2.32,6.368,-0.001,0.0,1.799,6.002,0.029,0.023
362,4,1.09,6.046,1.506,6.284,0.005,0.005,1.102,6.054,0.066,0.039
362,2,1.827,6.023,2.232,6.29,-0.009,-0.006,1.892,6.066,-0.027,-0.019
363,1,1.824,6.02,2.321,6.366,-0.004,-0.003,1.785,5.99,-0.014,-0.012
363,4,1.09,6.045,1.516,6.283,-0.0,-0.0,1.087,6.046,-0.015,-0.008
363,2,1.826,6.023,2.225,6.289,-0.001,-0.001,1.892,6.069,0.0,0.003
364,1,1.825,6.021,2.32,6.368,0.001,0.001,1.786,5.991,0.001,0.002
364,4,1.096,6.046,1.502,6.278,0.005,0.001,0.985,5.98,-0.103,-0.066
364,2,1.826,6.024,2.225,6.289,-0.0,0.001,1.891,6.068,-0.001,-0.001
365,1,1.826,6.021,2.313,6.367,0.0,0.0,1.787,5.993,0.001,0.002
365,4,1.087,6.042,1.498,6.283,-0.009,-0.004,1.018,6.005,0.033,0.025
365,2,1.836,6.03,2.276,6.31,0.01,0.006,1.91,6.077,0.019,0.009
366,1,1.826,6.022,2.323,6.364,0.0,0.001,1.792,5.99,0.004,-0.003
366,4,1.088,6.044,1.486,6.275,0.001,0.002,1.088,6.048,0.07,0.043
366,2,1.84,6.033,2.276,6.31,0.004,0.003,1.914,6.078,0.004,0.001
367,1,1.821,6.019,2.317,6.363,-0.005,-0.003,1.785,5.99,-0.006,-0.0
367,4,1.089,6.044,1.5,6.28,0.0,-0.0,1.018,6.005,-0.069,-0.043
367,2,1.834,6.029,2.271,6.306,-0.006,-0.004,1.901,6.068,-0.013,-0.01
368,1,1.83,6.025,2.326,6.37,0.009,0.006,1.77,5.978,-0.015,-0.012
368,4,1.087,6.044,1.506,6.284,-0.002,0.0,1.081,6.043,0.062,0.038
368,2,1.842,6.035,2.276,6.31,0.008,0.005,1.929,6.092,0.028,0.024
369,1,1.831,6.025,2.323,6.364,0.001,0.001,1.807,6.006,0.037,0.028
369,4,1.091,6.046,1.506,6.284,0.004,0.002,1.082,6.043,0.001,0.0
369,2,1.839,6.032,2.278,6.308,-0.004,-0.003,1.911,6.077,-0.018,-0.014
370,1,1.821,6.018,2.319,6.361,-0.01,-0.007,1.798,5.998,-0.009,-0.007
370,4,1.089,6.045,1.5,6.28,-0.002,-0.001,1.082,6.044,0.0,0.0
370,2,1.827,6.025,2.233,6.28,-0.012,-0.007,1.903,6.073,-0.008,-0.005
371,1,1.824,6.021,2.317,6.363,0.004,0.002,1.769,5.978,-0.029,-0.02
371,4,1.091,6.044,1.492,6.279,0.002,-0.001,1.035,6.014,-0.047,-0.029
371,2,1.845,6.036,2.271,6.306,0.017,0.01,1.902,6.069,-0.001,-0.003
372,1,1.83,6.024,2.323,6.364,0.005,0.003,1.77,5.976,0.001,-0.002
372,4,1.092,6.045,1.508,6.282,0.001,0.002,1.066,6.033,0.032,0.019
373,1,1.832,6.027,2.321,6.366,0.002,0.003,1.778,5.986,0.008,0.009
373,4,1.083,6.041,1.5,6.28,-0.009,-0.004,1.075,6.04,0.009,0.007
373,2,1.844,6.036,2.281,6.295,-0.001,0.0,1.925,6.083,0.023,0.014
374,2,1.829,6.025,2.33,6.373,-0.015,-0.011,1.779,5.984,-0.146,-0.099
374,4,1.087,6.043,1.508,6.282,0.004,0.002,1.047,6.019,-0.028,-0.02
374,1,1.844,6.035,2.274,6.312,0.012,0.008,1.902,6.068,0.124,0.082
375,2,1.829,6.024,2.326,6.37,-0.0,-0.0,1.795,5.999,0.016,0.014
375,4,1.085,6.041,1.5,6.28,-0.002,-0.002,0.978,5.977,-0.069,-0.043
375,1,1.838,6.032,2.287,6.297,-0.006,-0.004,1.891,6.057,-0.011,-0.011
376,2,1.833,6.027,2.334,6.376,0.004,0.003,1.779,5.986,-0.016,-0.013
376,4,1.086,6.043,1.508,6.282,0.001,0.002,1.049,6.02,0.072,0.044
376,1,1.851,6.04,2.274,6.312,0.012,0.008,1.884,6.05,-0.007,-0.007
377,2,1.828,6.024,2.33,6.373,-0.005,-0.004,1.778,5.985,-0.001,-0.001
377,4,1.085,6.042,1.5,6.28,-0.001,-0.0,1.057,6.029,0.008,0.008
378,4,1.092,6.047,1.508,6.282,0.007,0.005,1.107,6.059,0.05,0.03
378,2,1.839,6.032,2.342,6.375,0.011,0.009,1.804,6.003,0.025,0.018
379,2,1.83,6.026,2.326,6.37,-0.009,-0.006,1.777,5.984,-0.027,-0.019
379,4,1.089,6.044,1.502,6.278,-0.003,-0.003,0.977,5.979,-0.13,-0.081
379,1,1.851,6.04,2.274,6.312,-0.0,0.001,1.934,6.095,0.05,0.045
380,2,1.836,6.029,2.33,6.373,0.005,0.004,1.789,5.993,0.011,0.009
380,4,1.092,6.047,1.508,6.282,0.003,0.003,1.066,6.033,0.089,0.055
380,1,1.852,6.041,2.292,6.3,0.001,0.001,1.918,6.073,-0.015,-0.022
381,2,1.841,6.034,2.334,6.376,0.005,0.004,1.781,5.989,-0.008,-0.005
381,4,1.093,6.048,1.51,6.279,0.001,0.001,1.066,6.033,0.001,-0.001
381,1,1.847,6.039,2.274,6.312,-0.004,-0.002,1.892,6.061,-0.027,-0.012
382,1,1.84,6.033,2.33,6.373,-0.007,-0.006,1.8,6.002,-0.092,-0.06
382,4,1.09,6.046,1.508,6.282,-0.004,-0.002,1.05,6.024,-0.016,-0.009
382,2,1.849,6.04,2.278,6.315,0.008,0.006,1.887,6.062,0.107,0.073
383,1,1.847,6.038,2.334,6.376,0.007,0.005,1.773,5.98,-0.027,-0.022
383,4,1.092,6.045,1.494,6.276,0.002,-0.001,0.993,5.987,-0.057,-0.037
383,2,1.861,6.048,2.278,6.315,0.013,0.008,1.955,6.103,0.068,0.04
384,1,1.845,6.036,2.334,6.376,-0.002,-0.002,1.768,5.977,-0.005,-0.003
384,4,1.095,6.049,1.51,6.279,0.003,0.005,1.053,6.025,0.06,0.038
384,2,1.856,6.045,2.274,6.312,-0.005,-0.004,1.926,6.09,-0.028,-0.013
385,1,1.83,6.025,2.326,6.37,-0.015,-0.011,1.758,5.97,-0.009,-0.007
385,4,1.088,6.043,1.492,6.279,-0.007,-0.006,1.027,6.011,-0.027,-0.014
385,2,1.845,6.037,2.274,6.312,-0.012,-0.008,1.898,6.071,-0.029,-0.019
386,1,1.829,6.024,2.318,6.37,-0.001,-0.001,1.761,5.974,0.003,0.004
386,4,1.088,6.042,1.5,6.28,0.0,-0.001,0.994,5.987,-0.032,-0.024
386,2,1.845,6.037,2.267,6.31,0.0,0.0,1.902,6.069,0.004,-0.002
387,1,1.825,6.021,2.318,6.37,-0.004,-0.003,1.752,5.962,-0.01,-0.012
387,4,1.089,6.043,1.514,6.286,0.001,0.001,1.064,6.03,0.07,0.043
387,2,1.835,6.03,2.269,6.308,-0.009,-0.007,1.892,6.064,-0.01,-0.005
388,1,1.831,6.027,2.332,6.371,0.006,0.006,1.784,5.986,0.032,0.024
388,4,1.091,6.046,1.516,6.283,0.002,0.003,1.057,6.026,-0.007,-0.004
388,2,1.838,6.033,2.265,6.305,0.003,0.003,1.899,6.072,0.007,0.009
389,2,1.822,6.018,2.318,6.37,-0.016,-0.014,1.769,5.979,-0.129,-0.094
389,4,1.094,6.048,1.516,6.283,0.003,0.002,1.088,6.046,0.031,0.02
389,1,1.832,6.026,2.267,6.303,0.001,-0.0,1.911,6.072,0.127,0.086
390,2,1.825,6.02,2.318,6.37,0.002,0.002,1.764,5.976,-0.005,-0.002
390,4,1.099,6.052,1.506,6.284,0.005,0.004,1.02,6.006,-0.068,-0.04
390,1,1.823,6.022,2.213,6.294,-0.009,-0.005,1.875,6.061,-0.036,-0.011
391,2,1.831,6.025,2.322,6.374,0.007,0.005,1.761,5.974,-0.004,-0.003
391,4,1.095,6.048,1.489,6.27,-0.004,-0.003,1.051,6.023,0.031,0.018
391,1,1.83,6.027,2.217,6.298,0.007,0.005,1.893,6.07,0.019,0.009
392,2,1.832,6.026,2.322,6.374,0.001,0.001,1.766,5.976,0.005,0.003
392,4,1.091,6.047,1.506,6.284,-0.004,-0.001,1.05,6.024,-0.001,0.0
392,1,1.837,6.032,2.269,6.308,0.008,0.005,1.938,6.099,0.045,0.029
393,2,1.824,6.021,2.318,6.37,-0.008,-0.005,1.758,5.97,-0.008,-0.006
393,4,1.091,6.046,1.506,6.284,-0.0,-0.001,1.065,6.033,0.015,0.01
393,1,1.829,6.027,2.207,6.301,-0.008,-0.005,1.898,6.076,-0.04,-0.024
394,2,1.821,6.019,2.307,6.366,-0.004,-0.002,1.792,5.997,0.034,0.026
394,4,1.09,6.045,1.508,6.282,-0.001,-0.001,1.057,6.026,-0.008,-0.007
394,1,1.827,6.026,2.207,6.301,-0.002,-0.001,1.895,6.079,-0.003,0.004
395,4,1.085,6.043,1.508,6.282,-0.005,-0.003,1.01,5.998,-0.047,-0.029
395,2,1.823,6.02,2.318,6.37,0.003,0.001,1.75,5.964,-0.042,-0.032
395,1,1.835,6.031,2.271,6.306,0.009,0.005,1.922,6.087,0.027,0.008
396,4,1.086,6.043,1.508,6.282,0.001,0.0,1.01,5.998,0.0,0.0
396,2,1.826,6.022,2.311,6.369,0.003,0.002,1.752,5.967,0.001,0.003
396,1,1.832,6.029,2.23,6.293,-0.003,-0.002,1.904,6.074,-0.017,-0.013
397,2,1.828,6.023,2.315,6.365,0.002,0.0,1.748,5.961,-0.003,-0.006
397,4,1.088,6.045,1.506,6.284,0.002,0.002,1.012,5.999,0.002,0.001
397,1,1.852,6.039,2.294,6.298,0.019,0.011,1.91,6.066,0.005,-0.008
398,2,1.825,6.02,2.315,6.365,-0.003,-0.002,1.748,5.961,-0.0,-0.0
398,4,1.09,6.046,1.506,6.284,0.002,0.001,1.002,5.994,-0.01,-0.004
398,1,1.853,6.04,2.294,6.298,0.001,0.001,1.93,6.081,0.021,0.015
399,2,1.823,6.019,2.313,6.367,-0.002,-0.002,1.741,5.957,-0.007,-0.004
399,4,1.089,6.045,1.506,6.284,-0.001,-0.001,1.037,6.015,0.035,0.021
399,1,1.875,6.053,2.307,6.309,0.022,0.013,1.943,6.09,0.013,0.009
400,2,1.827,6.022,2.309,6.364,0.004,0.003,1.791,5.996,0.05,0.039
400,4,1.089,6.046,1.508,6.282,0.0,0.001,1.034,6.014,-0.003,-0.001
401,2,1.83,6.025,2.309,6.364,0.003,0.002,1.757,5.969,-0.034,-0.027
401,4,1.088,6.044,1.508,6.282,-0.001,-0.001,1.019,6.004,-0.015,-0.01
401,1,1.868,6.049,2.287,6.322,-0.007,-0.004,1.895,6.056,-0.048,-0.035
402,2,1.812,6.013,2.311,6.362,-0.018,-0.012,1.743,5.96,-0.014,-0.008
402,4,1.087,6.041,1.504,6.286,-0.001,-0.003,1.079,6.041,0.06,0.037
402,1,1.821,6.019,2.248,6.263,-0.047,-0.03,1.911,6.069,0.016,0.013
403,4,1.082,6.037,1.504,6.286,-0.006,-0.004,0.999,5.991,-0.08,-0.049
403,2,1.812,6.012,2.311,6.362,0.0,-0.0,1.77,5.981,0.027,0.02
403,1,1.82,6.017,2.274,6.286,-0.001,-0.002,1.914,6.074,0.002,0.005
404,4,1.082,6.037,1.504,6.286,0.001,-0.0,1.042,6.017,0.043,0.026
404,2,1.813,6.013,2.315,6.365,0.001,0.001,1.774,5.983,0.004,0.003
404,1,1.822,6.021,2.26,6.301,0.002,0.003,1.909,6.073,-0.005,-0.001
405,4,1.08,6.036,1.508,6.282,-0.002,-0.0,0.988,5.982,-0.054,-0.035
405,2,1.821,6.018,2.321,6.366,0.007,0.005,1.778,5.984,0.004,0.001
405,1,1.847,6.035,2.289,6.295,0.025,0.015,1.916,6.076,0.008,0.003
406,2,1.819,6.018,2.32,6.368,-0.001,-0.001,1.76,5.973,-0.017,-0.011
406,4,1.087,6.041,1.504,6.286,0.007,0.005,0.997,5.99,0.009,0.009
406,1,1.83,6.025,2.291,6.293,-0.016,-0.01,1.918,6.076,0.002,0.0
407,2,1.823,6.02,2.32,6.368,0.004,0.002,1.775,5.984,0.015,0.01
407,4,1.087,6.04,1.514,6.286,-0.001,-0.001,0.992,5.987,-0.004,-0.003
407,1,1.826,6.022,2.234,6.296,-0.004,-0.003,1.916,6.087,-0.002,0.012
408,2,1.828,6.023,2.324,6.372,0.004,0.003,1.792,5.996,0.016,0.012
408,4,1.094,6.045,1.5,6.28,0.008,0.005,0.971,5.973,-0.021,-0.014
408,1,1.83,6.025,2.231,6.3,0.004,0.003,1.912,6.086,-0.004,-0.002
409,2,1.821,6.018,2.313,6.36,-0.007,-0.005,1.773,5.981,-0.019,-0.015
409,4,1.089,6.043,1.494,6.276,-0.005,-0.002,1.05,6.022,0.078,0.05
409,1,1.83,6.023,2.273,6.304,0.0,-0.001,1.909,6.074,-0.004,-0.012
410,2,1.825,6.021,2.317,6.363,0.004,0.003,1.771,5.979,-0.002,-0.002
410,4,1.093,6.043,1.5,6.28,0.004,0.001,0.995,5.987,-0.055,-0.035
410,1,1.84,6.03,2.273,6.304,0.01,0.007,1.916,6.076,0.008,0.002
411,2,1.828,6.023,2.317,6.363,0.003,0.003,1.78,5.987,0.009,0.008
411,4,1.09,6.043,1.5,6.28,-0.003,-0.0,1.023,6.006,0.029,0.018
411,1,1.839,6.031,2.289,6.287,-0.0,0.001,1.918,6.074,0.001,-0.002
412,2,1.83,6.025,2.332,6.371,0.002,0.002,1.782,5.988,0.002,0.001
412,4,1.088,6.041,1.5,6.28,-0.002,-0.002,1.006,5.994,-0.018,-0.011
412,1,1.846,6.035,2.298,6.294,0.007,0.004,1.925,6.079,0.007,0.006
413,2,1.837,6.029,2.341,6.377,0.008,0.005,1.778,5.984,-0.004,-0.005
413,4,1.09,6.043,1.5,6.28,0.002,0.002,1.042,6.017,0.036,0.023
413,1,1.861,6.044,2.306,6.301,0.015,0.009,1.939,6.084,0.014,0.005
414,4,1.086,6.04,1.5,6.28,-0.004,-0.003,1.026,6.006,-0.016,-0.011
414,2,1.832,6.026,2.336,6.374,-0.005,-0.003,1.799,6.0,0.021,0.016
414,1,1.851,6.038,2.302,6.297,-0.01,-0.006,1.936,6.085,-0.003,0.001
415,2,1.827,6.023,2.321,6.366,-0.005,-0.003,1.773,5.982,-0.026,-0.018
415,4,1.083,6.041,1.514,6.286,-0.003,0.001,1.102,6.056,0.076,0.05
415,1,1.847,6.035,2.298,6.294,-0.004,-0.003,1.913,6.072,-0.023,-0.013
416,4,1.083,6.041,1.506,6.284,-0.0,-0.001,1.104,6.058,0.002,0.002
416,2,1.832,6.027,2.336,6.374,0.005,0.004,1.785,5.99,0.012,0.008
416,1,1.842,6.033,2.296,6.296,-0.005,-0.002,1.918,6.077,0.005,0.005
417,2,1.83,6.026,2.336,6.374,-0.001,-0.001,1.78,5.987,-0.005,-0.003
417,4,1.088,6.041,1.508,6.282,0.006,0.001,0.99,5.984,-0.114,-0.074
417,1,1.835,6.028,2.296,6.296,-0.007,-0.005,1.923,6.082,0.005,0.005
418,2,1.835,6.029,2.328,6.367,0.004,0.002,1.783,5.988,0.002,0.001
418,4,1.088,6.043,1.508,6.282,0.0,0.002,1.074,6.038,0.085,0.054
418,1,1.851,6.039,2.305,6.303,0.016,0.011,1.951,6.095,0.028,0.013
419,2,1.831,6.026,2.328,6.367,-0.004,-0.003,1.779,5.982,-0.003,-0.006
419,4,1.088,6.041,1.5,6.28,-0.0,-0.002,0.998,5.991,-0.076,-0.047
419,1,1.842,6.033,2.302,6.297,-0.009,-0.006,1.928,6.084,-0.023,-0.011
420,1,1.832,6.025,2.328,6.367,-0.01,-0.008,1.766,5.975,-0.162,-0.109
420,4,1.084,6.04,1.48,6.271,-0.004,-0.001,1.106,6.059,0.108,0.069
420,2,1.892,6.075,2.303,6.345,0.061,0.049,1.978,6.144,0.199,0.162
421,1,1.83,6.024,2.32,6.368,-0.002,-0.002,1.759,5.971,-0.006,-0.004
421,4,1.091,6.043,1.5,6.28,0.007,0.003,1.016,6.001,-0.09,-0.058
422,1,1.819,6.017,2.309,6.364,-0.011,-0.007,1.756,5.967,-0.004,-0.004
422,4,1.092,6.045,1.5,6.28,0.002,0.002,1.002,5.991,-0.014,-0.01
423,1,1.824,6.019,2.32,6.368,0.005,0.003,1.753,5.965,-0.003,-0.002
423,4,1.1,6.049,1.5,6.28,0.008,0.004,1.032,6.011,0.03,0.02
423,2,1.852,6.038,2.306,6.301,-0.039,-0.037,1.937,6.084,-0.041,-0.06
424,1,1.829,6.024,2.321,6.366,0.005,0.004,1.763,5.972,0.01,0.007
424,4,1.093,6.045,1.502,6.278,-0.007,-0.004,1.01,5.997,-0.022,-0.015
424,2,1.834,6.027,2.296,6.304,-0.018,-0.011,1.898,6.056,-0.039,-0.028
425,2,1.826,6.021,2.321,6.366,-0.007,-0.006,1.76,5.97,-0.138,-0.085
425,4,1.093,6.045,1.5,6.28,0.0,-0.0,1.016,6.001,0.006,0.004
425,1,1.853,6.038,2.305,6.303,0.024,0.014,1.949,6.093,0.185,0.121
426,2,1.823,6.018,2.311,6.362,-0.004,-0.003,1.755,5.969,-0.005,-0.002
426,4,1.097,6.046,1.502,6.278,0.003,0.001,1.029,6.008,0.013,0.007
426,1,1.84,6.03,2.294,6.298,-0.013,-0.008,1.934,6.083,-0.015,-0.011
427,2,1.833,6.026,2.32,6.368,0.01,0.008,1.774,5.981,0.019,0.012
427,4,1.09,6.043,1.5,6.28,-0.007,-0.003,1.013,6.0,-0.016,-0.008
427,1,1.85,6.037,2.298,6.302,0.01,0.007,1.959,6.102,0.025,0.02
428,2,1.837,6.029,2.326,6.37,0.004,0.003,1.772,5.98,-0.002,-0.001
428,4,1.095,6.047,1.5,6.28,0.005,0.004,1.07,6.035,0.057,0.036
428,1,1.866,6.046,2.313,6.302,0.017,0.009,1.948,6.087,-0.011,-0.016
429,2,1.831,6.026,2.315,6.365,-0.006,-0.003,1.8,6.003,0.028,0.024
429,4,1.093,6.047,1.483,6.266,-0.002,0.0,1.105,6.056,0.035,0.021
429,1,1.851,6.037,2.298,6.302,-0.015,-0.009,1.942,6.09,-0.006,0.004
430,2,1.831,6.026,2.32,6.368,0.0,-0.0,1.797,6.001,-0.003,-0.002
430,4,1.092,6.046,1.5,6.28,-0.001,-0.001,1.014,6.001,-0.091,-0.056
430,1,1.835,6.031,2.294,6.298,-0.016,-0.006,1.928,6.088,-0.014,-0.002
431,2,1.826,6.022,2.326,6.37,-0.005,-0.004,1.761,5.972,-0.037,-0.029
431,4,1.091,6.044,1.5,6.28,-0.001,-0.002,0.989,5.986,-0.024,-0.015
431,1,1.833,6.029,2.287,6.297,-0.003,-0.002,1.92,6.082,-0.008,-0.006
432,2,1.827,6.023,2.313,6.367,0.001,0.001,1.764,5.976,0.003,0.004
432,4,1.096,6.047,1.5,6.28,0.005,0.003,1.016,6.001,0.026,0.015
432,1,1.833,6.03,2.285,6.291,0.001,0.002,1.931,6.089,0.011,0.007
433,2,1.817,6.016,2.306,6.358,-0.01,-0.007,1.753,5.965,-0.011,-0.011
433,4,1.097,6.049,1.5,6.28,0.001,0.002,1.105,6.056,0.089,0.055
433,1,1.831,6.025,2.296,6.296,-0.003,-0.006,1.869,6.039,-0.062,-0.05
434,2,1.821,6.019,2.311,6.362,0.004,0.003,1.793,5.997,0.04,0.033
434,4,1.09,6.046,1.508,6.282,-0.008,-0.003,1.084,6.044,-0.021,-0.012
434,1,1.841,6.032,2.3,6.3,0.011,0.008,1.938,6.087,0.069,0.048
435,2,1.829,6.025,2.317,6.363,0.008,0.006,1.779,5.984,-0.014,-0.013
435,4,1.083,6.041,1.506,6.284,-0.006,-0.005,1.085,6.044,0.001,0.001
435,1,1.855,6.042,2.305,6.303,0.014,0.009,1.931,6.081,-0.006,-0.006
436,2,1.828,6.023,2.323,6.364,-0.001,-0.002,1.757,5.967,-0.022,-0.017
436,4,1.083,6.041,1.506,6.284,0.0,0.0,1.079,6.043,-0.006,-0.002
