frame,track_id,centroid_x_m,centroid_y_m,bottom_x_m,bottom_y_m,delta_x,delta_y,alt_cx_m,alt_cy_m,delta_alt_x,delta_alt_y
225,1,1.823,6.021,2.307,6.366,-0.006,-0.005,1.765,5.977,0.004,0.003
225,4,1.082,6.04,1.494,6.276,-0.002,-0.001,1.095,6.051,-0.01,-0.007
225,2,1.828,6.026,2.252,6.328,-0.01,-0.006,1.898,6.078,-0.003,-0.005
226,4,1.083,6.041,1.514,6.286,0.0,0.001,1.088,6.048,-0.007,-0.004
226,1,1.828,6.026,2.303,6.363,0.005,0.004,1.8,6.004,0.035,0.028
226,2,1.839,6.034,2.262,6.317,0.011,0.008,1.907,6.084,0.009,0.006
227,4,1.078,6.036,1.512,6.288,-0.005,-0.006,0.962,5.967,-0.126,-0.081
227,1,1.831,6.026,2.32,6.368,0.003,0.001,1.774,5.984,-0.025,-0.02
227,2,1.843,6.035,2.26,6.319,0.004,0.001,1.91,6.086,0.003,0.002
228,1,1.839,6.031,2.328,6.375,0.009,0.005,1.775,5.983,0.0,-0.001
228,4,1.077,6.036,1.506,6.284,-0.001,0.0,1.04,6.016,0.078,0.048
228,2,1.856,6.043,2.269,6.326,0.013,0.008,1.902,6.078,-0.008,-0.007
229,1,1.823,6.021,2.305,6.36,-0.017,-0.01,1.758,5.972,-0.017,-0.011
229,4,1.077,6.035,1.506,6.284,0.001,-0.0,0.978,5.974,-0.062,-0.042
230,1,1.828,6.025,2.305,6.36,0.006,0.004,1.765,5.979,0.007,0.007
230,4,1.081,6.037,1.506,6.284,0.004,0.002,0.966,5.97,-0.011,-0.004
231,4,1.083,6.039,1.514,6.286,0.002,0.002,0.967,5.97,0.001,-0.0
231,1,1.828,6.025,2.303,6.363,-0.0,-0.0,1.765,5.979,-0.0,-0.001
232,1,1.826,6.023,2.305,6.36,-0.002,-0.002,1.766,5.977,0.002,-0.002
232,4,1.078,6.034,1.498,6.283,-0.005,-0.005,0.953,5.962,-0.014,-0.008
233,4,1.071,6.03,1.508,6.282,-0.007,-0.003,0.967,5.969,0.014,0.006
233,1,1.817,6.018,2.305,6.36,-0.008,-0.006,1.757,5.972,-0.009,-0.004
234,4,1.075,6.033,1.514,6.286,0.004,0.002,0.974,5.972,0.007,0.003
234,1,1.821,6.02,2.305,6.36,0.004,0.002,1.787,5.995,0.03,0.023
234,2,1.837,6.031,2.257,6.313,-0.019,-0.012,1.911,6.083,0.009,0.004
234,3,1.927,5.553,2.156,5.881,1.448,-0.352,2.006,5.632,1.542,-0.269
235,1,1.828,6.025,2.317,6.363,0.007,0.005,1.774,5.983,-0.014,-0.012
235,4,1.078,6.035,1.484,6.277,0.003,0.003,0.968,5.973,-0.006,0.001
236,1,1.83,6.026,2.315,6.365,0.002,0.002,1.793,5.998,0.019,0.016
236,4,1.078,6.037,1.512,6.288,0.001,0.001,0.961,5.968,-0.007,-0.005
237,1,1.835,6.029,2.326,6.37,0.006,0.003,1.764,5.976,-0.029,-0.023
237,4,1.077,6.034,1.498,6.283,-0.002,-0.003,1.016,6.002,0.055,0.034
237,2,1.864,6.049,2.269,6.326,0.027,0.018,1.927,6.097,0.016,0.014
238,1,1.845,6.036,2.33,6.373,0.01,0.006,1.77,5.977,0.006,0.002
238,4,1.084,6.039,1.514,6.286,0.007,0.005,1.083,6.041,0.067,0.039
238,2,1.872,6.055,2.29,6.31,0.008,0.005,1.939,6.097,0.012,0.0
239,1,1.839,6.031,2.33,6.373,-0.006,-0.004,1.776,5.984,0.006,0.007
239,4,1.079,6.039,1.512,6.288,-0.005,-0.0,1.036,6.016,-0.046,-0.025
239,2,1.869,6.053,2.292,6.308,-0.003,-0.001,1.921,6.082,-0.018,-0.015
240,1,1.84,6.031,2.33,6.373,0.001,-0.001,1.805,6.004,0.029,0.02
240,4,1.084,6.04,1.506,6.284,0.005,0.002,1.077,6.038,0.04,0.021
240,2,1.872,6.053,2.292,6.308,0.003,-0.0,1.906,6.069,-0.015,-0.013
241,1,1.839,6.031,2.33,6.373,-0.0,0.0,1.773,5.979,-0.031,-0.025
241,4,1.088,6.042,1.502,6.278,0.004,0.002,1.03,6.009,-0.046,-0.029
241,2,1.868,6.052,2.294,6.306,-0.004,-0.001,1.922,6.078,0.016,0.009
242,1,1.835,6.028,2.324,6.372,-0.004,-0.002,1.768,5.976,-0.005,-0.003
242,4,1.089,6.043,1.506,6.284,0.001,0.0,1.064,6.031,0.034,0.022
242,2,1.858,6.046,2.296,6.304,-0.01,-0.006,1.924,6.081,0.001,0.004
243,1,1.84,6.032,2.328,6.367,0.004,0.004,1.78,5.985,0.012,0.009
243,4,1.086,6.042,1.5,6.28,-0.003,-0.001,1.076,6.038,0.012,0.008
243,2,1.863,6.05,2.296,6.304,0.005,0.004,1.918,6.08,-0.005,-0.001
244,1,1.837,6.03,2.326,6.37,-0.003,-0.002,1.787,5.992,0.007,0.007
244,4,1.094,6.047,1.5,6.28,0.008,0.005,1.079,6.04,0.003,0.002
244,2,1.855,6.045,2.292,6.3,-0.007,-0.005,1.959,6.109,0.041,0.028
245,1,1.839,6.032,2.33,6.373,0.002,0.002,1.777,5.984,-0.01,-0.008
245,4,1.078,6.035,1.5,6.28,-0.016,-0.011,0.954,5.96,-0.125,-0.08
245,2,1.843,6.037,2.285,6.299,-0.013,-0.008,1.929,6.082,-0.03,-0.027
246,1,1.833,6.028,2.326,6.37,-0.005,-0.003,1.775,5.982,-0.003,-0.002
246,4,1.084,6.038,1.5,6.28,0.006,0.002,0.964,5.967,0.01,0.007
246,2,1.83,6.028,2.221,6.293,-0.013,-0.009,1.919,6.088,-0.011,0.006
247,1,1.839,6.032,2.332,6.371,0.005,0.004,1.798,5.999,0.024,0.017
247,4,1.081,6.037,1.5,6.28,-0.003,-0.001,0.96,5.964,-0.004,-0.003
247,2,1.837,6.033,2.287,6.297,0.007,0.005,1.933,6.092,0.015,0.003
248,1,1.841,6.034,2.332,6.371,0.002,0.001,1.785,5.988,-0.014,-0.012
248,4,1.087,6.041,1.508,6.282,0.005,0.005,1.089,6.045,0.129,0.081
248,2,1.836,6.032,2.279,6.298,-0.001,-0.001,1.927,6.082,-0.007,-0.01
249,1,1.835,6.03,2.321,6.366,-0.006,-0.004,1.778,5.986,-0.007,-0.002
249,4,1.081,6.037,1.5,6.28,-0.006,-0.004,0.968,5.97,-0.121,-0.075
249,2,1.835,6.032,2.231,6.3,-0.001,0.0,1.913,6.089,-0.014,0.007
250,1,1.83,6.027,2.317,6.363,-0.005,-0.002,1.795,6.0,0.017,0.014
250,4,1.077,6.035,1.508,6.282,-0.003,-0.002,1.076,6.038,0.109,0.068
250,2,1.844,6.038,2.285,6.299,0.01,0.006,1.915,6.076,0.002,-0.013
251,1,1.836,6.03,2.326,6.37,0.006,0.003,1.782,5.989,-0.013,-0.011
251,4,1.079,6.036,1.508,6.282,0.001,0.001,1.096,6.05,0.019,0.012
251,2,1.855,6.042,2.29,6.302,0.011,0.005,1.946,6.098,0.031,0.023
252,4,1.068,6.028,1.508,6.282,-0.01,-0.008,0.94,5.952,-0.155,-0.098
252,1,1.816,6.015,2.309,6.364,-0.02,-0.015,1.767,5.979,-0.015,-0.01
252,2,1.797,6.002,2.263,6.281,-0.058,-0.04,1.906,6.075,-0.04,-0.023
253,4,1.08,6.036,1.506,6.284,0.012,0.008,1.074,6.038,0.134,0.085
253,1,1.83,6.024,2.321,6.366,0.014,0.009,1.782,5.987,0.015,0.008
253,2,1.837,6.027,2.283,6.293,0.04,0.025,1.907,6.07,0.001,-0.005
254,4,1.085,6.041,1.5,6.28,0.005,0.005,1.029,6.009,-0.045,-0.029
254,1,1.829,6.023,2.323,6.364,-0.001,-0.001,1.778,5.982,-0.004,-0.004
254,2,1.835,6.027,2.267,6.31,-0.002,-0.001,1.89,6.063,-0.017,-0.007
255,1,1.831,6.026,2.328,6.367,0.002,0.002,1.785,5.989,0.007,0.006
255,4,1.075,6.035,1.506,6.284,-0.009,-0.006,1.04,6.017,0.011,0.008
255,2,1.836,6.028,2.272,6.314,0.001,0.001,1.912,6.083,0.022,0.019
256,1,1.831,6.024,2.336,6.374,0.0,-0.001,1.773,5.978,-0.011,-0.011
256,4,1.086,6.043,1.506,6.284,0.011,0.008,1.044,6.019,0.004,0.002
256,2,1.836,6.028,2.292,6.3,0.001,0.0,1.907,6.067,-0.005,-0.016
257,4,1.092,6.046,1.506,6.284,0.006,0.003,1.064,6.031,0.02,0.012
257,1,1.823,6.019,2.332,6.371,-0.008,-0.005,1.777,5.983,0.004,0.005
257,2,1.822,6.018,2.269,6.308,-0.015,-0.01,1.898,6.07,-0.009,0.003
258,4,1.083,6.041,1.508,6.282,-0.009,-0.005,1.083,6.042,0.019,0.011
258,1,1.825,6.02,2.336,6.374,0.002,0.001,1.786,5.989,0.008,0.006
258,2,1.825,6.021,2.269,6.308,0.003,0.002,1.908,6.078,0.01,0.008
259,4,1.073,6.035,1.506,6.284,-0.01,-0.006,1.044,6.021,-0.039,-0.022
259,1,1.828,6.023,2.341,6.377,0.003,0.002,1.791,5.992,0.005,0.003
259,2,1.833,6.025,2.269,6.308,0.008,0.004,1.902,6.074,-0.006,-0.004
260,4,1.073,6.036,1.506,6.284,0.0,0.001,1.021,6.006,-0.024,-0.014
260,1,1.828,6.022,2.33,6.373,-0.0,-0.0,1.776,5.982,-0.015,-0.01
260,2,1.834,6.027,2.269,6.308,0.002,0.002,1.919,6.083,0.017,0.009
261,4,1.078,6.039,1.508,6.282,0.005,0.003,1.057,6.029,0.036,0.023
261,1,1.832,6.026,2.345,6.381,0.004,0.003,1.79,5.992,0.014,0.01
261,2,1.821,6.017,2.285,6.291,-0.013,-0.009,1.92,6.081,0.001,-0.002
262,4,1.073,6.037,1.508,6.282,-0.005,-0.002,1.023,6.007,-0.034,-0.022
262,1,1.835,6.028,2.347,6.379,0.003,0.003,1.807,6.004,0.017,0.012
262,2,1.821,6.018,2.283,6.293,-0.0,0.0,1.91,6.072,-0.009,-0.008
263,1,1.829,6.024,2.341,6.377,-0.006,-0.004,1.789,5.99,-0.018,-0.014
263,4,1.077,6.039,1.506,6.284,0.003,0.002,1.034,6.016,0.011,0.008
263,2,1.825,6.02,2.291,6.293,0.005,0.003,1.916,6.076,0.006,0.003
264,1,1.828,6.023,2.336,6.374,-0.002,-0.001,1.79,5.994,0.001,0.004
264,4,1.075,6.037,1.506,6.284,-0.002,-0.002,1.033,6.014,-0.001,-0.001
264,2,1.827,6.021,2.298,6.294,0.001,0.001,1.928,6.084,0.012,0.008
265,1,1.835,6.029,2.332,6.371,0.008,0.006,1.783,5.986,-0.007,-0.007
265,4,1.077,6.039,1.5,6.28,0.002,0.002,1.038,6.017,0.004,0.002
265,2,1.862,6.044,2.317,6.306,0.035,0.022,1.965,6.102,0.037,0.018
266,4,1.078,6.038,1.5,6.28,0.001,-0.001,1.038,6.015,0.0,-0.001
266,1,1.838,6.03,2.328,6.367,0.003,0.001,1.779,5.983,-0.004,-0.003
266,2,1.866,6.048,2.303,6.305,0.004,0.004,1.937,6.086,-0.028,-0.016
267,1,1.831,6.026,2.33,6.373,-0.007,-0.005,1.773,5.981,-0.005,-0.002
267,4,1.077,6.036,1.5,6.28,-0.0,-0.003,0.983,5.982,-0.055,-0.033
267,2,1.863,6.045,2.309,6.306,-0.003,-0.003,1.963,6.105,0.026,0.019
268,1,1.838,6.031,2.332,6.371,0.007,0.005,1.782,5.987,0.009,0.006
268,4,1.069,6.034,1.506,6.284,-0.008,-0.002,1.045,6.02,0.062,0.038
268,2,1.865,6.048,2.315,6.3,0.002,0.003,1.934,6.078,-0.029,-0.027
269,1,1.839,6.032,2.336,6.374,0.001,0.001,1.781,5.985,-0.001,-0.002
269,4,1.074,6.036,1.5,6.28,0.005,0.002,1.012,5.998,-0.033,-0.021
269,2,1.857,6.043,2.305,6.303,-0.008,-0.004,1.932,6.087,-0.001,0.009
270,1,1.835,6.027,2.345,6.381,-0.005,-0.005,1.753,5.964,-0.028,-0.021
270,4,1.075,6.037,1.506,6.284,0.0,0.001,1.066,6.035,0.054,0.037
270,2,1.852,6.04,2.298,6.302,-0.004,-0.003,1.928,6.084,-0.004,-0.003
271,1,1.827,6.021,2.339,6.379,-0.008,-0.005,1.75,5.962,-0.003,-0.002
271,4,1.078,6.039,1.506,6.284,0.003,0.002,1.07,6.035,0.004,0.0
271,2,1.826,6.024,2.289,6.295,-0.027,-0.016,1.915,6.078,-0.013,-0.006
272,4,1.077,6.037,1.508,6.282,-0.001,-0.002,1.07,6.035,0.0,-0.001
272,1,1.842,6.035,2.341,6.377,0.015,0.014,1.798,6.0,0.048,0.039
272,2,1.855,6.043,2.298,6.302,0.029,0.019,1.925,6.083,0.009,0.005
273,1,1.845,6.037,2.342,6.375,0.003,0.002,1.795,5.997,-0.002,-0.004
273,4,1.084,6.042,1.506,6.284,0.008,0.006,1.111,6.06,0.04,0.025
273,2,1.871,6.053,2.296,6.304,0.016,0.01,1.929,6.08,0.004,-0.003
274,1,1.844,6.036,2.342,6.375,-0.001,-0.0,1.795,5.997,0.0,0.0
274,4,1.081,6.04,1.506,6.284,-0.003,-0.003,1.04,6.018,-0.071,-0.042
274,2,1.877,6.057,2.303,6.305,0.006,0.004,1.934,6.086,0.005,0.006
275,4,1.071,6.033,1.5,6.28,-0.011,-0.007,1.016,6.003,-0.024,-0.015
275,1,1.828,6.025,2.311,6.362,-0.015,-0.011,1.789,5.994,-0.007,-0.002
276,4,1.079,6.038,1.5,6.28,0.008,0.005,1.016,6.002,0.0,-0.001
276,1,1.825,6.021,2.328,6.367,-0.003,-0.004,1.776,5.982,-0.012,-0.013
276,2,1.859,6.043,2.303,6.305,-0.017,-0.014,1.915,6.072,-0.019,-0.014
277,2,1.84,6.033,2.33,6.373,-0.019,-0.01,1.802,6.003,-0.113,-0.069
277,4,1.071,6.032,1.502,6.278,-0.008,-0.006,0.983,5.981,-0.033,-0.021
278,2,1.835,6.03,2.33,6.373,-0.005,-0.003,1.804,6.003,0.002,0.0
278,4,1.068,6.031,1.5,6.28,-0.003,-0.001,1.027,6.008,0.044,0.026
279,1,1.838,6.032,2.347,6.379,0.013,0.011,1.804,6.003,0.028,0.022
279,4,1.069,6.033,1.5,6.28,0.001,0.002,1.044,6.018,0.017,0.011
279,2,1.831,6.026,2.242,6.305,-0.005,-0.003,1.902,6.077,0.098,0.074
280,1,1.833,6.03,2.338,6.372,-0.005,-0.003,1.799,5.999,-0.005,-0.004
280,4,1.07,6.033,1.506,6.284,0.001,0.0,1.028,6.011,-0.015,-0.008
281,1,1.839,6.034,2.342,6.375,0.006,0.004,1.8,5.996,0.001,-0.003
281,4,1.074,6.035,1.506,6.284,0.004,0.002,1.028,6.008,-0.0,-0.002
282,1,1.837,6.032,2.33,6.373,-0.003,-0.002,1.802,6.002,0.002,0.006
282,4,1.074,6.036,1.502,6.278,0.0,0.001,1.055,6.024,0.027,0.016
283,1,1.833,6.028,2.328,6.375,-0.004,-0.004,1.775,5.983,-0.027,-0.019
283,4,1.072,6.033,1.506,6.284,-0.002,-0.003,0.978,5.978,-0.077,-0.046
284,1,1.829,6.025,2.324,6.372,-0.004,-0.003,1.77,5.981,-0.005,-0.002
284,4,1.073,6.035,1.502,6.278,0.001,0.002,1.061,6.031,0.083,0.052
284,2,1.835,6.029,2.272,6.314,0.004,0.003,1.909,6.075,0.007,-0.002
285,1,1.834,6.029,2.324,6.372,0.005,0.004,1.776,5.984,0.005,0.003
285,4,1.072,6.033,1.506,6.284,-0.001,-0.002,1.078,6.041,0.017,0.01
285,2,1.84,6.034,2.269,6.308,0.006,0.005,1.911,6.08,0.002,0.005
286,1,1.84,6.034,2.337,6.381,0.006,0.005,1.795,5.999,0.02,0.015
286,4,1.081,6.039,1.486,6.275,0.009,0.006,1.037,6.017,-0.041,-0.024
287,1,1.838,6.032,2.33,6.373,-0.002,-0.001,1.784,5.989,-0.012,-0.01
287,4,1.084,6.041,1.486,6.275,0.003,0.002,1.08,6.043,0.043,0.026
287,2,1.843,6.036,2.245,6.319,0.002,0.002,1.904,6.08,-0.007,0.0
288,1,1.832,6.028,2.32,6.368,-0.006,-0.005,1.776,5.984,-0.007,-0.005
288,4,1.076,6.038,1.5,6.28,-0.008,-0.004,1.073,6.038,-0.008,-0.005
288,2,1.835,6.03,2.249,6.314,-0.007,-0.006,1.897,6.075,-0.007,-0.005
289,1,1.829,6.024,2.317,6.363,-0.003,-0.003,1.784,5.989,0.007,0.005
289,4,1.082,6.043,1.5,6.28,0.006,0.005,1.044,6.02,-0.029,-0.018
289,2,1.842,6.034,2.239,6.3,0.007,0.003,1.905,6.071,0.009,-0.004
290,1,1.829,6.024,2.313,6.367,-0.0,-0.001,1.782,5.984,-0.002,-0.005
290,4,1.093,6.048,1.506,6.284,0.01,0.005,1.101,6.056,0.057,0.036
290,2,1.84,6.032,2.294,6.298,-0.002,-0.001,1.907,6.07,0.001,-0.002
291,1,1.825,6.019,2.326,6.37,-0.004,-0.005,1.753,5.962,-0.03,-0.022
291,4,1.083,6.043,1.502,6.278,-0.009,-0.005,1.075,6.037,-0.026,-0.019
291,2,1.838,6.031,2.23,6.293,-0.003,-0.002,1.9,6.074,-0.006,0.004
292,1,1.828,6.022,2.321,6.366,0.003,0.003,1.773,5.979,0.02,0.017
292,4,1.082,6.041,1.5,6.28,-0.002,-0.001,1.108,6.061,0.034,0.024
292,2,1.841,6.034,2.234,6.296,0.003,0.003,1.899,6.074,-0.002,0.0
293,1,1.822,6.016,2.326,6.37,-0.006,-0.006,1.745,5.957,-0.028,-0.022
293,4,1.081,6.039,1.5,6.28,-0.001,-0.002,1.036,6.016,-0.072,-0.046
293,2,1.837,6.03,2.237,6.302,-0.004,-0.003,1.923,6.092,0.024,0.018
294,1,1.827,6.022,2.307,6.366,0.005,0.006,1.774,5.983,0.029,0.026
294,4,1.086,6.043,1.48,6.271,0.005,0.003,1.069,6.036,0.033,0.021
294,2,1.836,6.031,2.226,6.297,-0.001,0.001,1.883,6.062,-0.04,-0.031
295,1,1.825,6.021,2.309,6.364,-0.002,-0.001,1.773,5.981,-0.001,-0.002
295,4,1.088,6.044,1.51,6.279,0.002,0.001,1.088,6.046,0.019,0.009
295,2,1.837,6.032,2.212,6.304,0.0,0.0,1.886,6.073,0.003,0.011
296,1,1.823,6.019,2.309,6.364,-0.002,-0.002,1.771,5.98,-0.002,-0.001
296,4,1.089,6.044,1.494,6.276,0.001,0.0,1.09,6.048,0.002,0.002
296,2,1.842,6.035,2.265,6.305,0.005,0.003,1.907,6.077,0.021,0.004
297,1,1.828,6.024,2.305,6.36,0.005,0.004,1.793,5.997,0.023,0.018
297,4,1.085,6.041,1.494,6.276,-0.004,-0.003,1.044,6.02,-0.046,-0.028
298,1,1.83,6.024,2.318,6.37,0.002,-0.0,1.777,5.986,-0.016,-0.012
298,4,1.084,6.041,1.494,6.276,-0.0,-0.0,1.066,6.034,0.021,0.013
298,2,1.847,6.037,2.274,6.312,0.005,0.002,1.892,6.067,-0.015,-0.01
299,1,1.829,6.023,2.326,6.37,-0.001,-0.0,1.775,5.981,-0.002,-0.005
299,4,1.088,6.044,1.5,6.28,0.004,0.003,0.987,5.984,-0.079,-0.049
299,2,1.847,6.037,2.267,6.31,0.0,-0.0,1.917,6.083,0.025,0.016
300,1,1.828,6.023,2.326,6.37,-0.001,-0.001,1.778,5.983,0.003,0.002
300,4,1.085,6.042,1.486,6.275,-0.003,-0.002,1.063,6.033,0.077,0.049
300,2,1.843,6.034,2.269,6.308,-0.005,-0.003,1.91,6.077,-0.008,-0.005
301,1,1.826,6.021,2.322,6.374,-0.002,-0.001,1.759,5.97,-0.019,-0.013
301,4,1.09,6.045,1.51,6.279,0.005,0.003,1.062,6.029,-0.002,-0.004
301,2,1.827,6.024,2.215,6.292,-0.015,-0.009,1.886,6.069,-0.024,-0.008
302,1,1.825,6.021,2.326,6.37,-0.002,-0.001,1.75,5.963,-0.008,-0.007
302,4,1.079,6.037,1.506,6.284,-0.011,-0.008,1.033,6.014,-0.028,-0.016
302,2,1.833,6.026,2.261,6.309,0.006,0.002,1.883,6.06,-0.002,-0.009
303,1,1.832,6.027,2.33,6.373,0.007,0.006,1.798,5.999,0.048,0.037
303,4,1.083,6.039,1.5,6.28,0.004,0.003,1.063,6.03,0.03,0.016
303,2,1.835,6.029,2.261,6.309,0.002,0.003,1.898,6.071,0.015,0.011
304,1,1.83,6.025,2.326,6.37,-0.002,-0.001,1.767,5.978,-0.031,-0.021
304,4,1.085,6.041,1.5,6.28,0.002,0.001,1.075,6.038,0.012,0.008
304,2,1.847,6.036,2.281,6.295,0.011,0.007,1.928,6.084,0.03,0.013
305,1,1.833,6.027,2.332,6.371,0.002,0.002,1.769,5.978,0.002,0.0
305,4,1.079,6.036,1.488,6.272,-0.006,-0.005,1.098,6.053,0.023,0.015
306,1,1.828,6.025,2.321,6.366,-0.004,-0.002,1.791,5.996,0.022,0.018
306,4,1.079,6.038,1.512,6.288,0.001,0.001,1.031,6.011,-0.067,-0.042
307,1,1.833,6.026,2.33,6.373,0.004,0.002,1.757,5.969,-0.034,-0.028
307,4,1.086,6.041,1.508,6.282,0.006,0.004,1.085,6.042,0.054,0.032
308,1,1.834,6.028,2.332,6.371,0.001,0.002,1.793,5.997,0.037,0.029
308,4,1.08,6.036,1.516,6.283,-0.006,-0.005,0.981,5.977,-0.105,-0.066
308,2,1.858,6.043,2.285,6.299,0.011,0.007,1.944,6.094,0.015,0.01
309,1,1.829,6.025,2.332,6.371,-0.005,-0.003,1.771,5.981,-0.022,-0.016
309,4,1.077,6.034,1.506,6.284,-0.002,-0.002,0.965,5.968,-0.015,-0.009
309,2,1.858,6.044,2.29,6.302,0.0,0.0,1.936,6.085,-0.008,-0.009
310,1,1.841,6.033,2.336,6.374,0.011,0.008,1.775,5.982,0.003,0.001
310,4,1.084,6.038,1.51,6.279,0.007,0.004,1.047,6.018,0.082,0.05
310,2,1.871,6.052,2.296,6.304,0.013,0.008,1.931,6.084,-0.004,-0.002
311,1,1.839,6.032,2.341,6.377,-0.001,-0.001,1.797,5.999,0.022,0.016
311,4,1.097,6.046,1.508,6.282,0.013,0.007,1.05,6.02,0.003,0.002
311,2,1.865,6.048,2.288,6.305,-0.006,-0.004,1.928,6.081,-0.004,-0.003
312,1,1.836,6.031,2.345,6.381,-0.003,-0.001,1.772,5.981,-0.024,-0.018
312,4,1.094,6.046,1.496,6.274,-0.004,0.0,1.093,6.049,0.043,0.029
312,2,1.855,6.043,2.29,6.302,-0.01,-0.006,1.926,6.08,-0.002,-0.0
313,1,1.821,6.017,2.332,6.371,-0.015,-0.014,1.743,5.955,-0.03,-0.025
313,4,1.091,6.045,1.497,6.272,-0.003,-0.001,1.037,6.012,-0.057,-0.037
313,2,1.826,6.022,2.221,6.311,-0.029,-0.021,1.894,6.076,-0.032,-0.004
314,1,1.826,6.02,2.341,6.377,0.005,0.004,1.745,5.957,0.002,0.002
314,4,1.089,6.046,1.502,6.278,-0.002,0.001,1.092,6.048,0.055,0.036
314,2,1.829,6.024,2.221,6.311,0.003,0.002,1.916,6.093,0.022,0.017
315,1,1.828,6.024,2.328,6.367,0.003,0.004,1.78,5.984,0.035,0.027
315,4,1.091,6.044,1.504,6.275,0.002,-0.002,0.998,5.988,-0.094,-0.06
315,2,1.844,6.033,2.274,6.312,0.015,0.009,1.897,6.068,-0.019,-0.026
316,1,1.824,6.021,2.332,6.371,-0.005,-0.003,1.787,5.991,0.007,0.007
316,4,1.086,6.041,1.502,6.278,-0.005,-0.003,0.976,5.974,-0.022,-0.014
316,2,1.824,6.022,2.225,6.315,-0.019,-0.011,1.903,6.076,0.005,0.008
317,1,1.834,6.029,2.338,6.372,0.011,0.008,1.792,5.994,0.005,0.003
317,4,1.092,6.045,1.496,6.274,0.005,0.005,1.082,6.043,0.106,0.069
318,1,1.833,6.028,2.328,6.367,-0.002,-0.001,1.792,5.996,0.0,0.002
318,4,1.09,6.044,1.486,6.275,-0.002,-0.001,1.091,6.051,0.009,0.008
319,1,1.84,6.034,2.336,6.374,0.008,0.006,1.798,6.0,0.006,0.004
319,4,1.087,6.04,1.51,6.279,-0.003,-0.004,1.003,5.991,-0.088,-0.059
320,1,1.832,6.027,2.328,6.367,-0.009,-0.006,1.786,5.991,-0.012,-0.009
320,4,1.08,6.036,1.51,6.279,-0.007,-0.004,1.05,6.021,0.047,0.029
321,1,1.834,6.029,2.323,6.364,0.003,0.001,1.81,6.008,0.024,0.017
321,4,1.074,6.034,1.506,6.284,-0.006,-0.002,1.059,6.029,0.009,0.009
321,2,1.849,6.037,2.265,6.305,0.024,0.015,1.92,6.081,0.017,0.005
322,1,1.831,6.026,2.308,6.356,-0.003,-0.003,1.796,5.999,-0.013,-0.009
322,4,1.084,6.039,1.502,6.278,0.01,0.005,1.003,5.993,-0.055,-0.037
322,2,1.854,6.04,2.278,6.29,0.005,0.003,1.904,6.059,-0.016,-0.022
323,1,1.827,6.023,2.308,6.356,-0.004,-0.003,1.771,5.978,-0.025,-0.021
323,4,1.087,6.042,1.504,6.275,0.003,0.003,1.002,5.99,-0.001,-0.003
323,2,1.842,6.034,2.26,6.301,-0.012,-0.006,1.904,6.068,0.0,0.009
324,1,1.83,6.025,2.311,6.362,0.003,0.003,1.775,5.982,0.004,0.004
324,4,1.077,6.036,1.5,6.28,-0.01,-0.005,1.02,6.005,0.018,0.015
324,2,1.834,6.028,2.223,6.291,-0.007,-0.006,1.89,6.066,-0.015,-0.002
325,1,1.821,6.021,2.31,6.354,-0.009,-0.004,1.783,5.99,0.008,0.008
325,4,1.076,6.039,1.5,6.28,-0.0,0.002,1.022,6.005,0.002,0.001
325,2,1.816,6.017,2.214,6.284,-0.018,-0.011,1.892,6.071,0.002,0.005
326,1,1.82,6.019,2.302,6.355,-0.001,-0.001,1.789,5.996,0.006,0.005
326,4,1.082,6.041,1.5,6.28,0.005,0.003,1.041,6.016,0.019,0.011
326,2,1.821,6.019,2.22,6.278,0.005,0.002,1.909,6.083,0.017,0.011
327,1,1.817,6.017,2.291,6.35,-0.003,-0.002,1.784,5.991,-0.006,-0.004
327,4,1.082,6.043,1.502,6.278,-0.0,0.001,1.062,6.03,0.021,0.013
327,2,1.819,6.018,2.233,6.262,-0.002,-0.001,1.905,6.068,-0.004,-0.014
328,1,1.818,6.018,2.293,6.348,0.001,0.001,1.786,5.992,0.002,0.001
328,4,1.081,6.041,1.5,6.28,-0.0,-0.001,1.064,6.033,0.002,0.003
328,2,1.825,6.023,2.226,6.279,0.006,0.004,1.914,6.083,0.009,0.015
329,1,1.815,6.016,2.287,6.347,-0.003,-0.001,1.786,5.993,-0.0,0.001
329,4,1.089,6.046,1.51,6.279,0.008,0.005,1.027,6.008,-0.037,-0.025
329,2,1.824,6.022,2.205,6.285,-0.001,-0.001,1.907,6.083,-0.007,-0.0
330,1,1.824,6.023,2.315,6.358,0.009,0.006,1.797,6.0,0.011,0.007
330,4,1.09,6.045,1.512,6.277,0.0,-0.001,1.058,6.024,0.031,0.016
330,2,1.83,6.026,2.219,6.295,0.006,0.004,1.91,6.083,0.003,0.0
331,1,1.829,6.025,2.323,6.364,0.004,0.003,1.799,6.0,0.002,0.001
331,4,1.089,6.046,1.51,6.279,-0.001,0.0,1.11,6.058,0.053,0.034
331,2,1.842,6.034,2.281,6.295,0.012,0.007,1.928,6.083,0.018,-0.001
332,1,1.835,6.029,2.328,6.367,0.006,0.004,1.796,5.997,-0.003,-0.003
332,4,1.092,6.047,1.5,6.28,0.004,0.002,1.098,6.054,-0.012,-0.004
332,2,1.851,6.04,2.281,6.295,0.009,0.006,1.921,6.079,-0.007,-0.004
333,1,1.834,6.029,2.323,6.364,-0.001,-0.001,1.806,6.005,0.01,0.008
