frame,track_id,centroid_x_m,centroid_y_m,bottom_x_m,bottom_y_m,delta_x,delta_y,alt_cx_m,alt_cy_m,delta_alt_x,delta_alt_y
112,2,-2.369,-4.161,1.973,0.338,-0.019,-0.177,-9.798,-11.462,-0.045,-0.417
112,3,-6.187,-10.816,0.332,-3.177,0.481,0.386,-16.377,-22.87,-0.533,-0.995
112,1,-16.208,-25.708,-2.731,-8.168,-1.575,-2.17,-23.506,-35.338,6.591,8.544
113,3,-6.197,-10.945,0.281,-3.194,-0.01,-0.129,-17.425,-24.267,-1.048,-1.397
113,2,-2.981,-4.912,1.774,-0.473,-0.612,-0.752,-9.68,-11.652,0.118,-0.191
113,1,-14.936,-24.288,-2.377,-7.749,1.272,1.42,-30.174,-44.42,-6.669,-9.083
114,2,-3.188,-5.3,1.899,-0.387,-0.207,-0.388,-11.174,-13.405,-1.493,-1.753
114,3,-5.967,-10.782,0.24,-3.327,0.23,0.163,-15.195,-22.148,2.23,2.119
114,1,-14.236,-23.441,-1.818,-7.024,0.701,0.847,-28.565,-42.407,1.609,2.013
115,3,-5.816,-10.699,0.226,-3.304,0.151,0.083,-14.746,-21.577,0.45,0.571
115,2,-2.829,-5.102,2.054,-0.245,0.36,0.198,-10.822,-13.478,0.352,-0.073
115,1,-13.736,-22.954,-1.219,-6.223,0.499,0.487,-23.164,-35.526,5.401,6.881
116,2,-2.676,-5.009,1.895,-0.316,0.153,0.093,-9.76,-12.114,1.062,1.364
116,3,-6.237,-11.285,0.323,-3.262,-0.421,-0.587,-18.708,-26.7,-3.962,-5.124
116,1,-14.875,-24.559,-4.992,-11.833,-1.138,-1.605,-28.299,-42.267,-5.135,-6.741
117,3,-6.596,-11.811,-0.176,-3.82,-0.359,-0.526,-16.952,-24.464,1.756,2.236
117,1,-10.899,-19.303,-1.475,-6.585,3.976,5.256,-26.247,-39.757,2.052,2.51
117,2,-3.137,-5.564,1.584,-0.587,-0.461,-0.554,-10.982,-13.677,-1.222,-1.563
118,3,-6.506,-11.735,-0.161,-3.844,0.09,0.076,-16.959,-24.441,-0.007,0.024
118,2,-3.118,-5.639,1.664,-0.534,0.019,-0.076,-11.832,-15.027,-0.85,-1.35
118,1,-14.767,-24.546,-4.303,-10.916,-3.868,-5.243,-27.894,-42.259,-1.647,-2.502
119,3,-7.368,-12.899,-0.287,-4.091,-0.863,-1.164,-17.721,-25.576,-0.762,-1.136
119,2,-2.882,-5.488,1.559,-0.61,0.236,0.151,-10.038,-13.008,1.794,2.019
119,1,-15.22,-25.337,-3.998,-10.583,-0.453,-0.791,-31.527,-47.389,-3.633,-5.13
120,2,-3.331,-6.102,1.583,-0.794,-0.449,-0.614,-10.97,-14.31,-0.932,-1.301
120,1,-13.923,-23.799,-3.447,-9.746,1.297,1.538,-32.831,-49.095,-1.303,-1.707
120,3,-7.964,-13.696,-0.385,-4.282,-0.596,-0.797,-19.778,-28.416,-2.057,-2.84
121,2,-3.638,-6.555,1.098,-1.319,-0.307,-0.453,-10.533,-13.95,0.437,0.359
121,3,-9.772,-16.102,-0.487,-4.593,-1.808,-2.405,-21.044,-29.95,-1.266,-1.534
121,1,-12.252,-21.643,-2.645,-8.615,1.671,2.156,-28.104,-42.786,4.727,6.31
122,2,-4.388,-7.483,1.206,-1.28,-0.75,-0.928,-15.033,-19.198,-4.5,-5.248
122,1,-11.538,-20.78,-2.307,-8.163,0.715,0.862,-28.451,-43.479,-0.347,-0.693
122,3,-12.873,-20.071,-1.211,-5.558,-3.101,-3.969,-20.263,-29.167,0.781,0.783
123,2,-4.48,-7.706,1.025,-1.506,-0.091,-0.222,-13.096,-17.341,1.937,1.857
123,1,-11.607,-20.994,-2.241,-8.078,-0.069,-0.214,-26.525,-41.575,1.926,1.904
123,3,-14.364,-22.046,-1.152,-5.506,-1.491,-1.975,-21.289,-30.701,-1.026,-1.534
124,2,-5.141,-8.569,0.834,-1.833,-0.662,-0.863,-14.919,-19.31,-1.823,-1.969
124,1,-10.679,-19.769,-2.255,-8.06,0.927,1.225,-28.609,-44.559,-2.083,-2.984
124,3,-15.975,-24.242,-8.088,-13.754,-1.612,-2.197,-23.254,-33.529,-1.965,-2.828
125,1,-10.919,-20.177,-2.443,-8.337,-0.24,-0.408,-30.625,-47.423,-2.016,-2.864
125,2,-4.804,-8.382,0.884,-1.751,0.337,0.187,-16.74,-21.904,-1.821,-2.595
125,3,-14.183,-22.007,-2.939,-7.924,1.792,2.236,-26.613,-37.811,-3.359,-4.282
125,4,-11.939,-20.592,-1.892,-7.545,0.0,0.0,-26.399,-40.398,0.0,0.0
126,1,-10.138,-19.13,-2.074,-7.794,0.782,1.048,-27.778,-43.223,2.846,4.2
126,2,-6.749,-10.714,-0.013,-3.024,-1.946,-2.332,-14.951,-19.868,1.789,2.036
126,4,-9.342,-16.188,-0.983,-5.873,2.597,4.403,-25.532,-36.749,0.867,3.649
127,2,-5.19,-9.115,0.57,-2.254,1.559,1.599,-13.188,-18.384,1.763,1.485
127,1,-10.63,-19.87,-2.435,-8.346,-0.492,-0.74,-29.55,-46.009,-1.772,-2.787
127,3,-12.549,-20.352,-1.191,-6.125,1.634,1.655,-26.512,-38.429,0.101,-0.618
128,1,-11.043,-20.507,-2.552,-8.551,-0.413,-0.637,-30.963,-47.964,-1.413,-1.955
128,2,-5.361,-9.397,0.346,-2.525,-0.171,-0.282,-15.133,-20.708,-1.945,-2.324
128,3,-14.085,-22.436,-1.919,-7.047,-1.536,-2.084,-27.277,-39.602,-0.765,-1.173
129,1,-11.644,-21.443,-2.883,-9.054,-0.601,-0.936,-37.825,-58.065,-6.862,-10.101
129,2,-4.631,-8.684,0.355,-2.54,0.73,0.713,-15.526,-21.331,-0.393,-0.623
129,3,-13.023,-21.225,-1.628,-6.674,1.062,1.211,-26.0,-38.314,1.277,1.288
130,2,-4.695,-8.955,0.411,-2.919,-0.064,-0.271,-14.311,-20.407,1.214,0.924
130,1,-11.856,-21.807,-3.018,-9.268,-0.212,-0.364,-37.797,-58.101,0.028,-0.036
130,3,-14.256,-23.021,-1.785,-6.916,-1.233,-1.796,-24.511,-36.769,1.488,1.545
131,2,-4.911,-9.315,0.326,-3.071,-0.216,-0.359,-14.482,-20.688,-0.171,-0.281
131,1,-11.682,-21.626,-2.91,-9.205,0.175,0.181,-32.705,-51.007,5.093,7.094
131,3,-15.014,-24.08,-1.785,-6.916,-0.757,-1.059,-25.018,-37.345,-0.507,-0.576
132,2,-5.416,-10.096,0.221,-3.196,-0.504,-0.782,-12.856,-19.104,1.626,1.584
132,1,-11.697,-21.742,-3.132,-9.514,-0.016,-0.115,-31.465,-49.379,1.24,1.629
132,3,-17.918,-28.003,-2.101,-7.442,-2.905,-3.923,-23.668,-35.953,1.35,1.392
133,2,-5.283,-10.011,0.407,-3.009,0.133,0.085,-14.855,-21.456,-1.998,-2.352
133,1,-11.206,-21.098,-2.954,-9.339,0.491,0.644,-35.708,-55.845,-4.243,-6.466
133,3,-18.128,-28.389,-10.048,-17.379,-0.21,-0.385,-29.192,-43.11,-5.524,-7.157
133,4,-11.305,-20.188,-2.862,-9.258,-1.963,-4.0,-19.059,-29.904,6.473,6.844
134,2,-5.451,-10.327,0.456,-2.993,-0.169,-0.316,-15.771,-22.862,-0.916,-1.406
134,1,-11.652,-21.823,-2.974,-9.502,-0.446,-0.725,-33.134,-52.022,2.574,3.823
134,3,-15.626,-25.275,-1.62,-6.831,2.502,3.113,-28.433,-42.39,0.76,0.72
135,2,-5.482,-10.429,0.258,-3.257,-0.031,-0.101,-18.726,-26.549,-2.955,-3.687
135,1,-11.545,-21.759,-3.128,-9.707,0.106,0.064,-30.448,-48.322,2.686,3.7
135,3,-13.73,-22.924,-1.633,-6.814,1.896,2.351,-29.313,-43.594,-0.88,-1.204
136,2,-5.557,-10.596,0.188,-3.345,-0.074,-0.167,-17.814,-25.717,0.911,0.832
136,3,-12.647,-23.385,-3.66,-10.515,1.083,-0.462,-36.431,-57.153,-7.119,-13.559
136,4,-12.215,-21.07,-1.94,-7.329,-0.909,-0.882,-32.123,-47.782,-13.063,-17.878
137,2,-5.479,-10.526,0.112,-3.428,0.078,0.07,-17.336,-25.318,0.478,0.398
137,4,-10.682,-19.084,-1.301,-6.532,1.532,1.986,-26.314,-40.213,5.809,7.57
137,3,-12.513,-23.309,-3.651,-10.524,0.134,0.077,-37.857,-59.223,-1.426,-2.071
138,4,-5.967,-11.263,-0.12,-3.799,4.715,7.821,-17.786,-26.108,8.527,14.105
138,3,-12.735,-23.705,-3.685,-10.694,-0.222,-0.397,-42.217,-65.746,-4.36,-6.522
138,1,-13.361,-22.782,-2.502,-8.267,-1.815,-1.023,-26.008,-39.704,4.44,8.617
138,2,1.884,1.71,2.628,2.303,7.363,12.236,1.589,1.545,18.926,26.863
139,4,-6.635,-12.115,-0.271,-4.005,-0.668,-0.851,-16.577,-24.716,1.21,1.392
139,3,-13.155,-24.412,-3.422,-10.361,-0.42,-0.706,-42.193,-65.84,0.024,-0.095
139,1,-14.106,-23.892,-2.824,-8.94,-0.745,-1.11,-28.382,-42.932,-2.374,-3.227
139,2,1.568,1.37,2.507,2.106,-0.316,-0.34,1.304,1.212,-0.285,-0.333
140,4,-6.573,-12.143,-0.131,-3.998,0.061,-0.028,-17.099,-25.691,-0.523,-0.975
140,3,-13.463,-24.923,-3.968,-11.033,-0.308,-0.512,-44.879,-69.983,-2.686,-4.143
140,1,-12.781,-22.206,-2.848,-8.913,1.325,1.687,-29.534,-44.62,-1.152,-1.688
140,2,1.391,1.147,2.33,1.853,-0.177,-0.223,1.28,1.097,-0.024,-0.115
141,4,-7.4,-13.271,-0.336,-4.241,-0.827,-1.128,-18.163,-27.177,-1.063,-1.487
141,1,-12.319,-21.659,-2.567,-8.533,0.461,0.547,-31.712,-47.669,-2.178,-3.049
141,3,-13.463,-24.996,-3.709,-10.874,0.0,-0.073,-43.212,-67.494,1.667,2.489
141,2,1.433,1.052,2.268,1.732,0.042,-0.096,1.149,0.894,-0.131,-0.203
141,5,-13.32,-22.675,-2.645,-8.615,0.0,0.0,-35.345,-52.759,0.0,0.0
142,4,-7.163,-13.027,-0.225,-4.185,0.238,0.243,-19.996,-29.428,-1.833,-2.251
142,3,-13.684,-25.357,-3.904,-11.096,-0.221,-0.361,-53.266,-82.504,-10.055,-15.01
142,1,-12.066,-21.494,-2.375,-8.25,0.253,0.164,-30.1,-45.858,1.612,1.811
142,2,1.253,0.812,2.273,1.619,-0.18,-0.24,1.049,0.703,-0.101,-0.192
143,4,-7.921,-14.154,-0.639,-4.724,-0.758,-1.126,-19.209,-28.601,0.787,0.827
143,1,-10.778,-19.842,-2.003,-7.721,1.288,1.652,-25.863,-40.337,4.237,5.521
143,3,-13.583,-25.282,-3.94,-11.273,0.101,0.075,-49.646,-77.468,3.621,5.037
143,2,1.12,0.59,2.114,1.422,-0.132,-0.221,0.845,0.423,-0.204,-0.28
144,4,-9.552,-16.303,-0.747,-4.933,-1.631,-2.149,-18.224,-27.594,0.985,1.007
144,1,-10.76,-19.889,-2.046,-7.828,0.017,-0.047,-25.735,-40.24,0.128,0.097
144,3,-13.46,-25.158,-3.949,-11.264,0.123,0.124,-44.727,-70.566,4.919,6.901
144,5,-11.732,-21.818,-2.671,-8.761,1.588,0.857,-42.09,-65.53,-6.746,-12.771
145,1,-10.735,-19.915,-2.717,-8.708,0.025,-0.026,-20.778,-33.957,4.957,6.283
145,3,-13.427,-25.168,-3.885,-11.327,0.033,-0.01,-40.362,-64.307,4.364,6.259
145,4,-10.424,-17.485,-1.371,-5.743,-0.872,-1.182,-22.462,-33.044,-4.238,-5.449
145,2,1.049,0.325,2.047,1.174,-0.072,-0.266,0.895,0.23,0.05,-0.192
146,1,-10.851,-20.067,-2.661,-8.598,-0.115,-0.152,-27.645,-43.455,-6.867,-9.498
146,3,-14.156,-26.331,-4.722,-12.548,-0.729,-1.163,-38.246,-61.452,2.116,2.855
146,4,-10.793,-18.156,-2.136,-7.399,-0.369,-0.671,-20.557,-31.041,1.905,2.003
146,5,-10.3,-18.675,-1.865,-7.424,1.432,3.143,-27.476,-42.579,14.614,22.951
147,1,-10.642,-19.849,-2.375,-8.25,0.209,0.218,-27.003,-42.636,0.642,0.819
147,4,-12.541,-20.646,-2.207,-7.469,-1.748,-2.49,-21.761,-32.849,-1.204,-1.808
147,3,-14.512,-26.907,-4.941,-12.827,-0.356,-0.576,-37.07,-60.114,1.176,1.338
147,2,0.758,-0.108,2.028,0.988,-0.291,-0.432,0.638,-0.167,-0.256,-0.398
148,1,-10.833,-20.188,-2.552,-8.551,-0.191,-0.339,-24.311,-38.706,2.692,3.93
148,3,-14.821,-27.429,-4.93,-12.836,-0.309,-0.522,-39.347,-63.348,-2.277,-3.234
148,5,-10.113,-18.41,-2.391,-7.731,0.187,0.265,-31.662,-47.649,-4.186,-5.07
149,1,-10.661,-20.009,-2.467,-8.478,0.173,0.179,-28.936,-45.388,-4.625,-6.682
149,3,-14.532,-27.088,-4.691,-12.575,0.289,0.341,-36.591,-59.596,2.756,3.752
149,4,-12.538,-20.904,-2.892,-8.329,0.003,-0.257,-25.646,-37.91,-3.884,-5.061
149,5,-10.294,-18.984,-2.074,-7.794,-0.18,-0.574,-33.531,-51.539,-1.87,-3.89
150,3,-12.961,-24.849,-4.889,-12.872,1.57,2.239,-29.371,-49.02,7.22,10.577
150,1,-10.837,-20.32,-2.514,-8.595,-0.176,-0.311,-32.793,-50.926,-3.856,-5.538
150,4,-14.343,-23.292,-3.86,-9.703,-1.805,-2.389,-24.888,-37.164,0.758,0.746
151,1,-10.951,-20.515,-2.477,-8.639,-0.114,-0.195,-29.762,-46.826,3.031,4.1
151,3,-13.423,-25.567,-5.114,-13.161,-0.462,-0.718,-35.137,-57.676,-5.765,-8.657
151,4,-13.34,-22.149,-3.86,-9.703,1.003,1.143,-23.876,-35.958,1.012,1.206
152,1,-10.999,-20.626,-2.408,-8.548,-0.049,-0.111,-35.022,-54.281,-5.26,-7.455
152,5,-10.519,-18.488,-1.718,-6.852,-0.225,0.497,-17.313,-27.322,16.218,24.217
152,3,-14.515,-27.204,-4.342,-12.204,-1.092,-1.636,-46.126,-73.842,-10.989,-16.166
153,1,-10.931,-20.598,-2.602,-8.84,0.068,0.028,-29.732,-47.275,5.29,7.006
153,3,-14.479,-27.212,-4.879,-12.881,0.036,-0.008,-35.061,-57.67,11.065,16.172
153,5,-10.935,-19.001,-1.494,-6.56,-0.416,-0.514,-19.155,-29.722,-1.842,-2.4
154,1,-11.164,-20.986,-2.572,-8.875,-0.233,-0.389,-35.623,-55.162,-5.891,-7.887
154,3,-14.478,-27.251,-4.754,-12.754,0.0,-0.04,-35.31,-58.029,-0.249,-0.36
154,5,-11.862,-20.269,-1.538,-6.646,-0.927,-1.268,-20.382,-31.489,-1.227,-1.767
155,1,-10.987,-20.78,-2.62,-8.995,0.177,0.206,-33.872,-52.758,1.75,2.404
155,3,-14.036,-26.637,-4.838,-12.918,0.443,0.614,-41.166,-66.728,-5.857,-8.698
155,5,-11.601,-19.978,-1.468,-6.594,0.26,0.291,-29.105,-42.939,-8.723,-11.45
155,4,-13.119,-24.481,-3.842,-10.949,0.222,-2.332,-37.744,-60.334,-13.868,-24.376
156,1,-11.367,-21.341,-2.612,-9.004,-0.38,-0.561,-30.433,-48.01,3.44,4.748
156,3,-13.619,-26.048,-4.817,-12.936,0.416,0.589,-41.954,-67.702,-0.788,-0.975
156,5,-11.713,-20.457,-1.498,-6.844,-0.112,-0.48,-20.854,-32.725,8.251,10.214
157,3,-14.281,-27.1,-5.466,-13.869,-0.662,-1.053,-46.294,-74.289,-4.34,-6.586
157,1,-11.591,-21.712,-2.906,-9.392,-0.224,-0.37,-31.624,-50.355,-1.192,-2.346
157,5,-11.864,-20.665,-1.14,-6.331,-0.151,-0.207,-23.215,-35.933,-2.361,-3.208
158,3,-14.386,-27.29,-5.678,-14.216,-0.104,-0.19,-46.28,-74.374,0.014,-0.085
158,1,-11.579,-21.761,-2.898,-9.401,0.013,-0.05,-31.194,-49.858,0.43,0.497
158,5,-11.031,-19.668,-1.416,-6.806,0.832,0.997,-23.352,-36.317,-0.137,-0.384
159,3,-13.823,-26.495,-5.297,-13.754,0.563,0.795,-43.615,-70.457,2.665,3.916
159,1,-11.262,-21.371,-3.05,-9.603,0.317,0.39,-32.136,-51.339,-0.942,-1.481
159,5,-11.655,-20.612,-1.691,-7.186,-0.624,-0.945,-25.556,-39.32,-2.204,-3.003
159,4,-13.357,-24.91,-4.087,-11.344,-0.238,-0.429,-32.811,-52.405,4.933,7.929
160,3,-14.242,-27.125,-5.4,-13.923,-0.419,-0.629,-46.57,-74.607,-2.955,-4.15
160,1,-11.589,-21.9,-3.174,-9.847,-0.327,-0.529,-33.709,-53.61,-1.573,-2.271
160,5,-8.966,-16.967,-1.492,-6.852,2.689,3.645,-26.174,-40.141,-0.619,-0.821
161,4,-13.477,-26.02,-5.174,-13.605,-0.12,-1.109,-33.356,-55.202,-0.544,-2.797
161,1,-12.124,-22.722,-3.474,-10.307,-0.535,-0.823,-32.051,-51.065,1.658,2.545
161,5,-10.733,-19.321,-1.724,-7.144,-1.767,-2.353,-28.198,-43.017,-2.023,-2.877
162,3,-14.318,-27.291,-5.74,-14.43,-0.076,-0.166,-40.838,-66.186,5.732,8.421
162,1,-12.494,-23.273,-3.643,-10.533,-0.37,-0.551,-33.812,-53.552,-1.761,-2.487
162,5,-10.283,-18.802,-1.516,-6.966,0.45,0.518,-25.494,-39.531,2.704,3.486
163,4,-13.716,-26.457,-5.504,-14.095,-0.239,-0.438,-31.425,-52.331,1.931,2.872
163,1,-12.101,-22.752,-3.374,-10.214,0.392,0.521,-38.118,-60.144,-4.306,-6.591
163,5,-10.085,-18.638,-1.574,-7.038,0.198,0.164,-27.34,-42.031,-1.846,-2.5
164,4,-13.449,-26.044,-5.729,-14.439,0.267,0.414,-33.823,-55.879,-2.398,-3.548
164,1,-12.612,-23.504,-3.685,-10.694,-0.511,-0.752,-38.654,-60.576,-0.536,-0.432
164,5,-10.214,-18.868,-1.625,-7.12,-0.129,-0.23,-26.88,-41.485,0.46,0.546
165,1,-12.565,-23.508,-3.388,-10.397,0.047,-0.003,-36.252,-57.515,2.401,3.061
165,4,-13.289,-25.868,-5.695,-14.466,0.161,0.176,-28.216,-47.738,5.606,8.141
165,5,-10.029,-18.665,-1.632,-7.112,0.185,0.203,-25.274,-39.264,1.605,2.221
166,4,-12.484,-24.691,-5.827,-14.629,0.805,1.176,-22.444,-39.223,5.772,8.514
166,1,-12.528,-23.538,-3.573,-10.605,0.037,-0.031,-30.419,-48.942,5.833,8.573
166,5,-9.575,-18.082,-1.982,-7.589,0.453,0.583,-22.872,-36.336,2.402,2.928
167,4,-12.211,-24.304,-5.827,-14.629,0.272,0.387,-20.489,-36.348,1.955,2.875
167,1,-12.939,-24.19,-3.632,-10.748,-0.411,-0.652,-31.914,-51.204,-1.495,-2.262
167,5,-9.966,-18.594,-2.045,-7.669,-0.39,-0.511,-22.848,-35.994,0.024,0.343
167,3,-14.618,-27.095,-5.343,-13.213,-0.3,0.196,-26.185,-43.116,14.652,23.07
168,3,-12.689,-25.035,-6.19,-15.171,1.929,2.06,-21.259,-37.524,4.926,5.592
168,1,-13.068,-24.363,-3.788,-11.003,-0.129,-0.173,-33.126,-52.967,-1.212,-1.764
168,5,-9.959,-18.635,-1.872,-7.57,0.006,-0.041,-25.838,-40.162,-2.99,-4.169
168,4,-12.345,-23.968,-5.516,-13.572,-0.134,0.337,-35.604,-58.102,-15.116,-21.753
169,5,-9.474,-18.057,-2.314,-8.154,0.485,0.578,-20.618,-33.112,5.22,7.051
169,1,-13.192,-24.61,-3.986,-11.228,-0.124,-0.247,-32.104,-51.704,1.022,1.264
169,3,-11.379,-23.147,-6.332,-15.346,1.31,1.888,-16.607,-30.757,4.652,6.766
169,4,-11.618,-23.022,-5.61,-13.75,0.726,0.946,-28.305,-47.556,7.3,10.545
170,5,-9.459,-18.058,-2.241,-8.078,0.015,-0.0,-20.645,-33.582,-0.027,-0.47
170,3,-11.769,-23.735,-6.202,-15.162,-0.39,-0.588,-19.544,-35.161,-2.937,-4.404
170,1,-13.304,-24.798,-4.077,-11.353,-0.112,-0.188,-30.224,-49.019,1.879,2.685
171,5,-9.737,-18.473,-2.307,-8.163,-0.278,-0.415,-20.001,-32.734,0.644,0.848
171,1,-13.1,-24.518,-4.087,-11.344,0.203,0.279,-31.601,-50.956,-1.377,-1.937
171,3,-11.478,-23.308,-5.938,-14.812,0.291,0.427,-18.966,-34.304,0.578,0.857
172,3,-12.095,-24.225,-5.542,-14.324,-0.617,-0.917,-27.945,-47.597,-8.979,-13.293
172,1,-13.228,-24.758,-4.068,-11.362,-0.127,-0.24,-31.796,-51.294,-0.194,-0.338
172,5,-8.636,-17.004,-1.927,-7.658,1.101,1.469,-17.314,-29.053,2.687,3.681
172,4,-10.753,-20.663,-2.293,-8.181,0.866,2.358,-41.347,-64.971,-13.042,-17.415
173,3,-11.934,-24.01,-6.063,-14.99,0.161,0.215,-22.563,-39.621,5.381,7.975
173,5,-8.623,-17.007,-1.865,-7.579,0.012,-0.003,-17.294,-29.083,0.02,-0.03
173,1,-13.294,-24.889,-4.161,-11.488,-0.067,-0.131,-34.887,-56.43,-3.091,-5.136
174,3,-11.974,-24.077,-6.178,-15.18,-0.04,-0.068,-20.889,-37.165,1.674,2.456
174,5,-9.947,-18.817,-1.797,-7.509,-1.324,-1.809,-24.143,-38.417,-6.848,-9.334
174,1,-13.335,-24.979,-3.832,-11.169,-0.041,-0.09,-34.394,-55.655,0.493,0.775
174,4,-10.687,-21.783,-5.439,-13.636,0.065,-1.119,-23.121,-39.879,18.226,25.092
175,3,-11.949,-24.039,-6.028,-15.017,0.025,0.039,-22.009,-38.834,-1.12,-1.669
175,5,-8.979,-17.534,-1.92,-7.667,0.968,1.283,-23.181,-37.228,0.961,1.189
175,1,-13.692,-25.6,-4.439,-11.888,-0.357,-0.621,-32.849,-53.19,1.545,2.464
175,4,-11.227,-21.381,-3.222,-9.415,-0.54,0.401,-45.423,-70.746,-22.303,-30.867
176,3,-12.092,-24.267,-6.142,-15.206,-0.142,-0.229,-19.843,-35.618,2.166,3.216
176,1,-13.404,-25.139,-3.752,-11.039,0.288,0.461,-37.167,-59.789,-4.318,-6.599
176,5,-10.071,-19.036,-1.73,-7.44,-1.092,-1.502,-26.41,-41.698,-3.228,-4.47
176,4,-11.016,-22.182,-4.92,-12.845,0.211,-0.801,-25.12,-42.797,20.303,27.949
177,3,-11.715,-23.718,-5.992,-15.044,0.377,0.549,-20.02,-35.957,-0.176,-0.34
177,1,-13.249,-24.934,-3.921,-11.291,0.155,0.204,-37.242,-59.795,-0.075,-0.006
177,5,-8.903,-17.48,-1.872,-7.57,1.168,1.556,-26.032,-41.36,0.377,0.338
177,4,-11.21,-22.368,-4.941,-12.827,-0.194,-0.186,-22.074,-38.424,3.046,4.373
178,3,-11.274,-23.081,-5.969,-15.061,0.441,0.638,-17.447,-32.214,2.572,3.743
178,5,-9.808,-18.734,-1.989,-7.738,-0.905,-1.254,-29.255,-45.962,-3.222,-4.602
178,1,-13.198,-24.895,-3.612,-10.973,0.05,0.039,-36.257,-58.53,0.985,1.264
179,3,-11.011,-22.707,-5.845,-14.884,0.263,0.373,-16.952,-31.478,0.495,0.736
179,5,-9.636,-18.497,-1.677,-7.355,0.172,0.238,-28.548,-45.001,0.706,0.961
179,1,-13.75,-25.746,-4.18,-11.689,-0.552,-0.851,-32.842,-53.842,3.415,4.688
180,5,-9.574,-18.447,-1.872,-7.57,0.061,0.05,-28.447,-44.878,0.101,0.123
180,4,-11.26,-23.09,-5.723,-14.709,-0.051,-0.722,-17.978,-32.971,4.096,5.453
180,1,-13.588,-25.488,-4.105,-11.542,0.163,0.257,-31.861,-52.319,0.981,1.524
181,5,-9.884,-18.879,-1.92,-7.667,-0.31,-0.432,-29.248,-46.033,-0.801,-1.154
181,1,-13.865,-25.901,-3.975,-11.452,-0.277,-0.413,-33.691,-54.765,-1.83,-2.446
181,4,-11.317,-23.202,-5.945,-15.079,-0.056,-0.113,-18.517,-33.789,-0.54,-0.817
182,5,-10.252,-19.386,-1.906,-7.684,-0.368,-0.508,-31.328,-48.794,-2.08,-2.761
182,4,-11.51,-23.497,-6.071,-15.26,-0.194,-0.295,-18.823,-34.28,-0.305,-0.491
182,1,-13.892,-25.95,-4.058,-11.588,-0.028,-0.049,-34.389,-55.728,-0.699,-0.964
183,5,-10.265,-19.421,-2.082,-7.945,-0.013,-0.034,-29.126,-45.864,2.203,2.93
183,4,-11.175,-23.004,-6.174,-15.462,0.335,0.493,-18.164,-33.279,0.659,1.0
183,1,-13.766,-25.762,-3.741,-11.258,0.126,0.188,-43.016,-68.328,-8.627,-12.599
183,3,-10.231,-20.964,-4.732,-12.538,0.78,1.743,-19.772,-35.032,-2.82,-3.553
184,5,-10.364,-19.609,-2.226,-8.095,-0.099,-0.189,-28.546,-45.152,0.58,0.712
184,1,-13.737,-25.774,-4.03,-11.615,0.029,-0.012,-39.443,-63.336,3.573,4.991
184,4,-11.07,-22.863,-6.035,-15.287,0.105,0.141,-19.37,-35.1,-1.206,-1.821
184,3,-9.726,-20.353,-5.472,-13.608,0.506,0.611,-20.536,-36.208,-0.764,-1.177
185,5,-9.896,-18.994,-2.271,-8.207,0.469,0.615,-25.778,-41.411,2.768,3.741
185,4,-11.583,-23.626,-6.423,-15.848,-0.513,-0.763,-18.221,-33.407,1.149,1.693
185,1,-13.812,-25.838,-4.114,-11.752,-0.074,-0.064,-36.207,-58.274,3.236,5.062
185,3,-9.666,-20.189,-4.856,-12.663,0.06,0.164,-19.301,-34.39,1.235,1.819
186,5,-9.79,-18.863,-2.226,-8.095,0.106,0.131,-28.397,-45.039,-2.619,-3.629
186,4,-11.3,-23.217,-6.114,-15.506,0.283,0.409,-17.917,-32.982,0.304,0.425
186,1,-13.824,-25.965,-4.539,-12.25,-0.012,-0.127,-27.734,-46.123,8.473,12.151
187,5,-9.691,-18.818,-2.226,-8.095,0.099,0.045,-28.824,-45.93,-0.427,-0.891
187,3,-9.092,-19.396,-4.64,-12.388,0.573,0.793,-16.05,-29.678,3.251,4.712
187,1,-13.661,-25.609,-4.647,-11.921,0.163,0.357,-42.878,-67.936,-15.144,-21.813
187,4,-10.969,-22.741,-6.255,-15.684,0.331,0.476,-16.893,-31.475,1.024,1.507
188,5,-10.335,-19.671,-2.421,-8.363,-0.645,-0.853,-32.079,-50.253,-3.255,-4.322
188,3,-9.167,-19.517,-4.711,-12.557,-0.075,-0.121,-15.027,-28.213,1.023,1.465
188,4,-10.807,-22.488,-6.292,-15.658,0.163,0.253,-15.985,-30.11,0.908,1.365
188,1,-13.707,-25.771,-4.095,-11.77,-0.047,-0.162,-44.752,-70.931,-1.874,-2.995
189,5,-10.26,-19.613,-2.63,-8.633,0.076,0.057,-32.898,-51.642,-0.819,-1.389
189,1,-13.15,-25.152,-4.529,-12.259,0.557,0.619,-31.105,-51.054,13.648,19.877
189,4,-10.6,-22.203,-6.374,-15.884,0.207,0.285,-15.091,-28.816,0.894,1.294
190,5,-10.421,-19.926,-2.406,-8.381,-0.161,-0.313,-22.408,-36.916,10.491,14.725
190,3,-8.911,-19.108,-4.65,-12.379,0.256,0.409,-13.432,-25.844,1.595,2.368
190,4,-10.427,-21.959,-6.374,-15.884,0.173,0.244,-14.612,-28.113,0.479,0.703
191,5,-9.936,-19.579,-2.467,-8.478,0.485,0.347,-33.512,-53.729,-11.105,-16.813
191,1,-13.053,-25.045,-4.509,-12.277,0.097,0.107,-32.168,-52.696,-1.063,-1.642
