frame,track_id,centroid_x_m,centroid_y_m,bottom_x_m,bottom_y_m,delta_x,delta_y,alt_cx_m,alt_cy_m,delta_alt_x,delta_alt_y
313,5,-11.419,-21.641,-3.295,-9.908,0.065,0.081,-51.217,-78.541,0.272,0.306
314,5,-11.467,-21.705,-3.337,-9.863,-0.048,-0.065,-56.354,-85.836,-5.137,-7.295
314,1,-14.388,-27.268,-4.871,-13.129,-0.014,-0.017,-51.931,-82.187,1.512,2.139
315,5,-11.516,-21.767,-3.445,-9.943,-0.049,-0.062,-51.475,-78.838,4.879,6.999
315,1,-14.777,-27.792,-4.871,-13.129,-0.389,-0.524,-53.59,-84.57,-1.659,-2.383
316,1,-15.129,-28.267,-4.977,-13.279,-0.352,-0.475,-41.827,-67.156,11.763,17.415
316,5,-11.53,-21.785,-3.207,-9.811,-0.015,-0.018,-52.205,-79.926,-0.73,-1.088
317,5,-11.52,-21.773,-3.354,-9.845,0.01,0.012,-52.151,-79.816,0.053,0.109
317,1,-14.748,-27.747,-4.988,-13.27,0.381,0.52,-41.802,-67.147,0.025,0.009
318,1,-15.399,-28.624,-4.988,-13.27,-0.651,-0.877,-47.055,-75.024,-5.253,-7.877
318,5,-11.492,-21.735,-3.428,-9.962,0.029,0.038,-51.891,-79.572,0.26,0.244
319,1,-15.217,-28.355,-4.871,-13.129,0.183,0.269,-39.348,-63.695,7.706,11.329
319,5,-11.522,-21.782,-3.377,-10.016,-0.03,-0.047,-52.093,-79.821,-0.202,-0.249
320,1,-14.944,-27.991,-4.871,-13.129,0.272,0.364,-38.838,-62.819,0.51,0.876
320,5,-11.487,-21.734,-3.528,-10.052,0.035,0.048,-51.34,-78.707,0.753,1.114
321,1,-15.505,-28.759,-4.988,-13.27,-0.56,-0.768,-45.753,-73.078,-6.915,-10.259
321,5,-11.637,-21.953,-3.519,-10.061,-0.15,-0.218,-52.222,-79.961,-0.882,-1.254
322,1,-15.077,-28.175,-4.977,-13.279,0.427,0.584,-40.674,-65.561,5.079,7.518
322,5,-11.396,-21.596,-3.312,-9.89,0.241,0.356,-52.2,-79.905,0.022,0.056
323,1,-15.084,-28.199,-4.977,-13.279,-0.007,-0.024,-42.796,-68.66,-2.122,-3.1
323,5,-11.191,-21.318,-3.265,-9.748,0.205,0.278,-45.644,-70.55,6.556,9.355
324,1,-15.156,-28.284,-5.086,-13.432,-0.072,-0.085,-40.451,-65.249,2.345,3.411
324,5,-11.135,-21.237,-3.274,-9.739,0.056,0.082,-52.291,-79.948,-6.647,-9.397
325,1,-14.749,-27.767,-4.967,-13.288,0.407,0.517,-55.16,-87.041,-14.709,-21.792
325,5,-11.13,-21.261,-2.99,-9.484,0.006,-0.024,-48.96,-75.267,3.331,4.68
326,1,-14.781,-27.82,-5.075,-13.441,-0.033,-0.053,-56.749,-89.469,-1.589,-2.428
326,5,-11.339,-21.555,-2.998,-9.475,-0.21,-0.294,-52.67,-80.528,-3.709,-5.261
327,1,-14.542,-27.458,-5.086,-13.432,0.24,0.362,-38.718,-62.694,18.032,26.775
327,5,-11.357,-21.557,-3.337,-9.863,-0.018,-0.001,-54.523,-83.278,-1.854,-2.75
328,1,-14.707,-27.716,-4.967,-13.288,-0.165,-0.258,-60.619,-95.153,-21.901,-32.459
328,5,-11.446,-21.681,-3.354,-9.845,-0.089,-0.125,-59.264,-89.951,-4.74,-6.673
329,1,-14.812,-27.871,-5.185,-13.596,-0.105,-0.154,-55.382,-87.366,5.237,7.787
329,5,-11.245,-21.393,-3.232,-9.784,0.201,0.288,-56.272,-85.738,2.992,4.214
330,1,-14.661,-27.673,-5.064,-13.45,0.151,0.198,-56.836,-89.418,-1.455,-2.053
330,5,-11.381,-21.593,-3.354,-9.845,-0.135,-0.2,-55.907,-85.099,0.365,0.639
331,1,-14.824,-27.89,-5.185,-13.596,-0.163,-0.218,-55.202,-87.116,1.634,2.303
331,5,-11.494,-21.753,-3.279,-9.926,-0.114,-0.16,-55.144,-84.083,0.763,1.016
332,1,-14.571,-27.55,-5.064,-13.45,0.253,0.34,-56.836,-89.418,-1.634,-2.303
332,5,-11.536,-21.809,-3.436,-9.953,-0.041,-0.056,-50.568,-77.46,4.576,6.623
333,1,-14.693,-27.707,-5.444,-13.887,-0.122,-0.157,-39.572,-64.277,17.264,25.141
333,5,-11.341,-21.532,-3.511,-10.07,0.194,0.277,-47.926,-73.811,2.642,3.649
334,1,-14.931,-27.97,-5.086,-13.432,-0.237,-0.263,-40.017,-64.516,-0.445,-0.239
334,5,-11.389,-21.59,-3.428,-9.962,-0.047,-0.058,-52.832,-80.86,-4.907,-7.049
335,1,-14.48,-27.416,-5.286,-13.763,0.45,0.554,-39.367,-64.083,0.65,0.433
335,5,-11.419,-21.639,-3.436,-9.953,-0.03,-0.049,-51.764,-79.361,1.068,1.499
336,1,-14.587,-27.571,-5.444,-13.887,-0.106,-0.155,-40.336,-65.421,-0.969,-1.338
336,5,-11.349,-21.557,-3.419,-9.971,0.07,0.082,-55.018,-83.938,-3.254,-4.577
337,5,-11.151,-21.275,-3.394,-9.998,0.198,0.283,-49.433,-75.923,5.586,8.016
337,1,-14.854,-27.862,-4.977,-13.279,-0.267,-0.292,-39.477,-63.928,0.859,1.492
338,5,-11.22,-21.369,-3.436,-9.953,-0.068,-0.095,-50.253,-77.039,-0.82,-1.117
338,1,-14.713,-27.675,-4.977,-13.279,0.141,0.188,-41.088,-66.154,-1.612,-2.226
339,1,-14.569,-27.543,-5.308,-13.745,0.144,0.132,-44.892,-71.843,-3.804,-5.689
339,5,-11.078,-21.159,-3.329,-9.872,0.142,0.21,-43.595,-67.664,6.657,9.375
340,1,-14.572,-27.548,-5.297,-13.754,-0.003,-0.005,-44.826,-71.79,0.067,0.053
340,5,-11.306,-21.469,-3.329,-9.872,-0.228,-0.31,-49.503,-75.928,-5.908,-8.264
341,1,-14.223,-27.078,-5.185,-13.596,0.349,0.47,-39.007,-63.607,5.819,8.183
341,5,-11.452,-21.688,-3.436,-9.953,-0.146,-0.22,-49.31,-75.661,0.193,0.268
342,5,-11.376,-21.581,-3.354,-9.845,0.076,0.107,-51.482,-78.852,-2.172,-3.191
342,1,-14.337,-27.161,-4.988,-13.27,-0.115,-0.083,-40.886,-65.866,-1.879,-2.26
343,5,-11.552,-21.827,-3.337,-9.863,-0.176,-0.245,-52.363,-80.058,-0.882,-1.206
343,1,-14.759,-27.733,-4.871,-13.129,-0.421,-0.572,-42.549,-68.334,-1.663,-2.467
344,5,-11.483,-21.732,-3.279,-9.926,0.069,0.094,-45.624,-70.419,6.739,9.639
344,1,-15.057,-28.146,-4.977,-13.279,-0.299,-0.413,-42.648,-68.423,-0.099,-0.09
345,1,-14.421,-27.364,-5.185,-13.596,0.637,0.782,-46.949,-74.888,-4.301,-6.465
345,5,-11.617,-21.921,-3.436,-9.953,-0.134,-0.189,-47.476,-72.967,-1.852,-2.548
346,5,-11.468,-21.716,-3.428,-9.962,0.149,0.205,-49.91,-76.595,-2.433,-3.628
346,1,-14.677,-27.647,-4.977,-13.279,-0.256,-0.283,-41.854,-67.193,5.095,7.695
347,1,-14.546,-27.536,-5.33,-13.727,0.131,0.111,-47.205,-75.23,-5.352,-8.037
347,5,-11.47,-21.716,-3.428,-9.962,-0.002,0.0,-47.693,-73.444,2.217,3.151
348,1,-14.42,-27.299,-4.977,-13.279,0.126,0.237,-41.84,-67.19,5.366,8.04
348,5,-11.348,-21.541,-3.346,-9.854,0.122,0.175,-52.437,-80.13,-4.744,-6.686
349,1,-14.56,-27.549,-5.33,-13.727,-0.141,-0.25,-44.756,-71.724,-2.916,-4.534
349,5,-11.451,-21.706,-3.436,-9.953,-0.103,-0.165,-52.228,-79.923,0.209,0.207
350,1,-14.529,-27.499,-5.33,-13.727,0.031,0.05,-40.017,-65.077,4.739,6.647
350,5,-11.437,-21.672,-3.436,-9.953,0.015,0.034,-52.477,-80.202,-0.248,-0.279
351,5,-11.353,-21.55,-3.287,-9.917,0.083,0.122,-49.406,-75.902,3.071,4.3
351,1,-15.415,-28.612,-5.107,-13.414,-0.886,-1.113,-40.812,-65.588,-0.795,-0.511
352,5,-11.395,-21.614,-3.519,-10.061,-0.041,-0.064,-50.182,-76.946,-0.775,-1.044
352,1,-14.861,-27.834,-4.998,-13.261,0.554,0.779,-39.76,-64.18,1.052,1.407
353,1,-14.532,-27.517,-5.33,-13.727,0.329,0.317,-47.08,-75.109,-7.32,-10.929
353,5,-11.446,-21.685,-3.436,-9.953,-0.051,-0.071,-53.038,-81.051,-2.856,-4.105
354,1,-14.627,-27.65,-5.33,-13.727,-0.095,-0.132,-46.287,-73.754,0.793,1.355
354,5,-11.449,-21.689,-3.445,-9.943,-0.003,-0.004,-48.487,-74.561,4.55,6.49
355,5,-11.491,-21.763,-3.279,-9.926,-0.042,-0.073,-51.335,-78.757,-2.848,-4.196
355,1,-14.646,-27.616,-4.871,-13.129,-0.019,0.034,-58.636,-92.131,-12.349,-18.378
356,5,-11.507,-21.771,-3.428,-9.962,-0.017,-0.008,-48.404,-74.462,2.932,4.295
356,1,-14.623,-27.574,-4.871,-13.129,0.023,0.042,-54.976,-86.762,3.66,5.369
357,5,-11.463,-21.712,-3.354,-9.845,0.045,0.058,-52.27,-79.977,-3.866,-5.515
357,1,-15.163,-28.325,-4.871,-13.129,-0.54,-0.751,-56.659,-89.264,-1.683,-2.502
358,5,-11.563,-21.862,-3.436,-9.953,-0.1,-0.149,-55.54,-84.692,-3.27,-4.715
358,1,-14.816,-27.853,-4.86,-13.138,0.347,0.472,-56.985,-89.753,-0.326,-0.489
359,5,-11.597,-21.908,-3.436,-9.953,-0.033,-0.046,-55.511,-84.654,0.029,0.038
359,1,-14.602,-27.526,-4.988,-13.27,0.215,0.327,-39.313,-63.541,17.671,26.212
360,1,-14.735,-27.733,-5.086,-13.432,-0.134,-0.208,-40.404,-65.071,-1.091,-1.53
360,5,-11.456,-21.714,-3.394,-9.998,0.14,0.194,-51.732,-79.39,3.779,5.264
361,5,-10.961,-21.018,-3.207,-9.811,0.495,0.695,-52.099,-79.767,-0.366,-0.378
361,1,-14.919,-27.918,-4.881,-13.12,-0.183,-0.184,-39.574,-64.034,0.83,1.036
362,1,-14.765,-27.732,-4.86,-13.138,0.154,0.186,-38.671,-62.621,0.903,1.413
362,5,-11.1,-21.209,-3.232,-9.784,-0.139,-0.191,-48.486,-74.51,3.612,5.258
363,5,-11.134,-21.267,-3.182,-9.838,-0.034,-0.058,-49.061,-75.506,-0.574,-0.996
363,1,-14.896,-27.956,-5.096,-13.423,-0.131,-0.224,-52.374,-82.887,-13.703,-20.265
364,5,-11.464,-21.717,-3.354,-9.845,-0.33,-0.45,-59.534,-90.254,-10.473,-14.749
364,1,-14.74,-27.688,-4.998,-13.261,0.156,0.268,-39.423,-63.771,12.951,19.116
365,1,-14.651,-27.58,-5.096,-13.423,0.089,0.109,-37.684,-61.366,1.739,2.405
365,5,-11.509,-21.781,-3.337,-9.863,-0.045,-0.064,-58.992,-89.656,0.541,0.598
366,1,-14.688,-27.657,-5.075,-13.441,-0.037,-0.077,-40.197,-64.788,-2.513,-3.423
366,5,-11.462,-21.711,-3.295,-9.908,0.047,0.07,-58.573,-89.001,0.419,0.655
367,1,-14.689,-27.656,-5.207,-13.578,-0.0,0.001,-40.034,-64.55,0.163,0.238
367,5,-11.343,-21.541,-3.224,-9.793,0.119,0.17,-60.036,-91.06,-1.463,-2.059
368,1,-14.338,-27.238,-5.33,-13.727,0.35,0.418,-39.347,-64.072,0.687,0.478
368,5,-11.249,-21.417,-3.346,-9.854,0.095,0.124,-59.602,-90.33,0.434,0.73
369,1,-14.575,-27.492,-5.075,-13.441,-0.236,-0.254,-40.734,-65.776,-1.388,-1.704
369,5,-11.299,-21.496,-3.346,-9.854,-0.051,-0.079,-55.902,-85.103,3.7,5.226
370,1,-15.069,-28.188,-5.196,-13.587,-0.494,-0.695,-41.1,-66.078,-0.366,-0.302
370,5,-11.546,-21.84,-3.312,-9.89,-0.247,-0.344,-54.728,-83.396,1.174,1.708
371,1,-14.523,-27.432,-5.075,-13.441,0.546,0.755,-39.307,-63.578,1.793,2.5
371,5,-11.625,-21.946,-3.511,-10.07,-0.079,-0.106,-55.019,-83.909,-0.291,-0.513
372,1,-14.894,-27.929,-5.086,-13.432,-0.371,-0.496,-40.031,-64.519,-0.723,-0.941
372,5,-11.461,-21.713,-3.428,-9.962,0.164,0.233,-55.764,-84.972,-0.745,-1.063
373,1,-14.169,-26.994,-5.196,-13.587,0.725,0.935,-39.409,-64.095,0.622,0.424
373,5,-11.381,-21.578,-3.363,-9.836,0.081,0.135,-43.214,-66.979,12.55,17.993
374,1,-14.073,-26.859,-5.207,-13.578,0.097,0.135,-39.412,-64.092,-0.003,0.002
374,5,-11.451,-21.685,-3.354,-9.845,-0.071,-0.107,-43.583,-67.511,-0.369,-0.533
375,1,-14.222,-27.05,-4.977,-13.279,-0.149,-0.191,-58.452,-91.865,-19.04,-27.772
375,5,-11.42,-21.631,-3.191,-9.829,0.031,0.055,-46.05,-71.016,-2.467,-3.505
376,5,-11.45,-21.679,-3.354,-9.845,-0.03,-0.048,-50.687,-77.759,-4.637,-6.743
376,1,-14.572,-27.524,-4.967,-13.288,-0.35,-0.474,-58.365,-91.652,0.087,0.213
377,5,-11.524,-21.789,-3.337,-9.863,-0.074,-0.11,-54.239,-82.807,-3.552,-5.048
377,1,-14.21,-27.022,-4.86,-13.138,0.361,0.502,-55.023,-86.853,3.341,4.798
378,5,-11.57,-21.857,-3.182,-9.838,-0.046,-0.068,-53.951,-82.474,0.288,0.333
378,1,-14.02,-26.763,-4.86,-13.138,0.19,0.259,-56.606,-89.084,-1.583,-2.231
379,1,-14.128,-26.887,-4.977,-13.279,-0.108,-0.123,-40.621,-65.55,15.985,23.535
379,5,-11.499,-21.759,-3.337,-9.863,0.071,0.098,-54.887,-83.735,-0.936,-1.261
380,1,-14.152,-26.945,-5.086,-13.432,-0.024,-0.058,-38.819,-62.889,1.802,2.66
380,5,-11.56,-21.837,-3.419,-9.971,-0.06,-0.078,-49.316,-75.745,5.571,7.99
381,1,-14.381,-27.229,-4.967,-13.288,-0.229,-0.284,-39.429,-63.657,-0.611,-0.768
381,5,-11.42,-21.644,-3.354,-9.845,0.14,0.193,-48.043,-73.841,1.273,1.904
382,1,-14.199,-27.041,-5.217,-13.569,0.182,0.188,-40.317,-65.428,-0.887,-1.771
382,5,-11.424,-21.654,-3.312,-9.89,-0.004,-0.01,-52.147,-79.869,-4.105,-6.028
383,1,-14.289,-27.159,-5.33,-13.727,-0.09,-0.118,-38.332,-62.482,1.985,2.946
383,5,-11.782,-22.155,-3.428,-9.962,-0.359,-0.501,-66.554,-100.196,-14.407,-20.327
384,1,-14.798,-27.88,-5.56,-14.05,-0.509,-0.721,-44.293,-70.73,-5.961,-8.248
384,5,-11.722,-22.068,-3.36,-10.034,0.061,0.087,-61.021,-92.218,5.534,7.978
385,1,-16.003,-29.456,-4.977,-13.279,-1.205,-1.575,-57.286,-90.02,-12.994,-19.291
385,5,-11.493,-21.739,-3.199,-9.82,0.229,0.329,-62.438,-94.474,-1.418,-2.256
386,1,-15.416,-28.707,-5.444,-13.887,0.586,0.748,-41.487,-67.09,15.799,22.93
386,5,-11.429,-21.648,-3.265,-9.748,0.064,0.091,-62.652,-94.662,-0.213,-0.188
387,1,-15.522,-28.856,-5.444,-13.887,-0.106,-0.149,-46.306,-73.659,-4.818,-6.568
387,5,-11.41,-21.623,-3.24,-9.775,0.018,0.026,-66.475,-100.107,-3.824,-5.445
388,1,-15.474,-28.793,-5.56,-14.05,0.048,0.063,-46.541,-74.005,-0.236,-0.347
388,5,-11.437,-21.647,-3.224,-9.793,-0.027,-0.024,-60.978,-92.331,5.497,7.776
389,1,-15.304,-28.564,-5.56,-14.05,0.171,0.228,-45.149,-72.087,1.392,1.918
389,5,-11.568,-21.834,-3.257,-9.757,-0.13,-0.187,-65.565,-98.805,-4.587,-6.474
390,1,-15.234,-28.467,-5.422,-13.905,0.07,0.097,-40.495,-65.55,4.655,6.538
390,5,-11.7,-22.034,-3.346,-9.854,-0.132,-0.199,-66.502,-100.127,-0.936,-1.322
391,1,-15.834,-29.228,-4.977,-13.279,-0.6,-0.761,-55.664,-87.788,-15.169,-22.238
391,5,-11.583,-21.871,-2.982,-9.493,0.117,0.163,-62.128,-93.933,4.374,6.194
392,5,-11.571,-21.848,-3.178,-9.653,0.012,0.023,-73.217,-109.661,-11.089,-15.728
392,1,-15.66,-29.003,-4.977,-13.279,0.174,0.226,-55.495,-87.333,0.169,0.455
393,1,-15.603,-28.922,-4.977,-13.279,0.057,0.081,-55.495,-87.333,0.0,0.0
393,5,-11.537,-21.797,-2.998,-9.475,0.034,0.051,-78.75,-117.558,-5.533,-7.897
394,1,-14.953,-28.097,-5.444,-13.887,0.65,0.825,-42.767,-68.978,12.728,18.355
394,5,-11.545,-21.827,-2.982,-9.493,-0.008,-0.03,-62.062,-93.846,16.688,23.712
395,1,-14.782,-27.858,-5.433,-13.896,0.171,0.24,-41.018,-66.703,1.749,2.276
395,5,-11.452,-21.688,-2.965,-9.51,0.093,0.139,-67.179,-101.155,-5.117,-7.309
396,1,-15.283,-28.494,-5.075,-13.441,-0.501,-0.637,-63.243,-98.866,-22.225,-32.163
396,5,-11.253,-21.413,-3.257,-9.757,0.199,0.275,-61.731,-93.4,5.447,7.754
397,1,-14.958,-28.12,-5.56,-14.05,0.325,0.374,-47.405,-75.438,15.838,23.428
397,4,-11.598,-21.91,-3.419,-9.971,0.361,1.042,-65.406,-98.681,-26.569,-36.203
398,1,-14.837,-27.957,-5.56,-14.05,0.121,0.164,-46.305,-73.692,1.1,1.747
398,4,-11.486,-21.759,-3.254,-9.953,0.112,0.15,-59.666,-90.5,5.74,8.181
399,1,-14.88,-28.013,-5.4,-13.923,-0.043,-0.056,-46.265,-73.66,0.04,0.032
399,4,-11.347,-21.552,-3.346,-9.854,0.139,0.208,-64.566,-97.483,-4.9,-6.983
400,1,-14.977,-28.132,-5.444,-13.887,-0.097,-0.119,-45.854,-73.263,0.411,0.397
400,4,-11.399,-21.623,-3.215,-9.802,-0.052,-0.071,-64.564,-97.51,0.002,-0.027
401,1,-14.89,-28.012,-5.319,-13.736,0.087,0.12,-46.971,-74.878,-1.117,-1.615
401,4,-11.35,-21.558,-3.265,-9.748,0.05,0.064,-66.067,-99.631,-1.503,-2.121
402,1,-14.857,-27.94,-5.207,-13.578,0.034,0.072,-42.639,-68.797,4.332,6.081
402,4,-11.329,-21.525,-3.232,-9.784,0.021,0.033,-59.472,-90.198,6.595,9.433
403,1,-14.861,-27.963,-5.33,-13.727,-0.004,-0.023,-47.199,-75.112,-4.56,-6.315
403,4,-11.419,-21.641,-3.295,-9.908,-0.09,-0.116,-59.829,-90.758,-0.357,-0.559
404,4,-11.428,-21.651,-3.354,-9.845,-0.009,-0.01,-65.27,-98.481,-5.441,-7.723
404,1,-15.367,-28.624,-4.967,-13.288,-0.506,-0.66,-60.944,-95.546,-13.746,-20.434
405,1,-14.776,-27.849,-5.319,-13.736,0.59,0.774,-46.048,-73.442,14.896,22.104
405,4,-11.395,-21.606,-3.287,-9.917,0.033,0.045,-55.921,-85.129,9.349,13.352
406,1,-14.569,-27.568,-5.33,-13.727,0.207,0.281,-44.866,-71.707,1.182,1.735
406,4,-11.294,-21.458,-3.337,-9.863,0.101,0.148,-52.497,-80.213,3.425,4.916
407,4,-11.429,-21.643,-3.346,-9.854,-0.135,-0.184,-53.363,-81.384,-0.866,-1.171
407,1,-14.668,-27.608,-5.096,-13.423,-0.099,-0.04,-36.34,-59.311,8.526,12.395
408,4,-11.37,-21.558,-3.346,-9.854,0.06,0.085,-55.683,-84.859,-2.32,-3.475
408,1,-15.081,-28.233,-4.967,-13.288,-0.413,-0.625,-56.735,-89.433,-20.394,-30.121
409,4,-11.406,-21.615,-3.354,-9.845,-0.036,-0.057,-59.86,-90.788,-4.177,-5.929
409,1,-14.935,-28.034,-4.977,-13.279,0.147,0.198,-55.002,-86.8,1.732,2.633
410,5,-11.304,-21.464,-3.354,-9.845,-0.051,-0.051,-59.486,-90.161,2.245,3.239
410,1,-15.045,-28.199,-4.977,-13.279,-0.11,-0.165,-53.498,-84.579,1.505,2.221
411,5,-11.255,-21.402,-3.24,-9.775,0.049,0.062,-60.263,-91.265,-0.777,-1.104
411,1,-14.349,-27.27,-4.967,-13.288,0.695,0.929,-54.949,-86.715,-1.451,-2.136
412,1,-14.223,-27.059,-5.075,-13.441,0.126,0.211,-39.061,-63.159,15.888,23.556
412,5,-11.271,-21.436,-3.436,-9.953,-0.015,-0.035,-55.357,-84.244,4.906,7.021
413,1,-14.908,-27.996,-5.086,-13.432,-0.685,-0.937,-47.742,-76.094,-8.681,-12.935
413,5,-11.237,-21.4,-3.304,-9.899,0.033,0.036,-53.937,-82.339,1.42,1.904
414,1,-14.772,-27.811,-5.075,-13.441,0.136,0.185,-41.878,-67.234,5.863,8.86
414,5,-11.228,-21.379,-3.265,-9.748,0.009,0.021,-59.807,-90.729,-5.869,-8.389
415,1,-14.653,-27.698,-5.185,-13.596,0.12,0.113,-46.863,-74.821,-4.985,-7.587
415,5,-11.275,-21.441,-3.199,-9.82,-0.047,-0.062,-59.263,-89.977,0.543,0.752
416,1,-15.336,-28.588,-4.977,-13.279,-0.684,-0.89,-58.612,-92.042,-11.749,-17.221
416,5,-11.168,-21.288,-3.346,-9.854,0.107,0.153,-54.552,-83.169,4.712,6.808
417,4,-11.296,-21.464,-3.354,-9.845,0.11,0.151,-55.012,-83.792,4.848,6.996
417,1,-15.383,-28.651,-4.977,-13.279,-0.047,-0.063,-56.686,-89.302,1.927,2.74
418,4,-11.344,-21.521,-3.354,-9.845,-0.048,-0.058,-56.553,-86.033,-1.541,-2.241
418,1,-15.862,-29.095,-5.505,-13.581,-0.479,-0.444,-30.167,-50.187,26.519,39.114
419,4,-11.386,-21.59,-3.346,-9.854,-0.043,-0.069,-60.006,-90.989,-3.453,-4.957
419,1,-15.668,-28.755,-4.982,-12.79,0.194,0.34,-35.306,-56.744,-5.139,-6.557
420,1,-14.683,-27.746,-5.33,-13.727,0.985,1.009,-47.0,-74.925,-11.693,-18.181
420,5,-11.224,-21.366,-3.249,-9.766,-0.056,-0.078,-60.075,-91.096,-5.523,-7.927
421,4,-11.43,-21.657,-3.354,-9.845,-0.044,-0.066,-59.963,-90.954,0.043,0.035
421,1,-15.304,-28.568,-4.977,-13.279,-0.621,-0.823,-60.106,-94.177,-13.106,-19.253
422,5,-11.275,-21.441,-3.224,-9.793,-0.051,-0.075,-59.869,-90.86,0.206,0.236
422,1,-15.337,-28.597,-4.977,-13.279,-0.033,-0.028,-58.662,-92.169,1.443,2.008
423,1,-14.833,-27.946,-5.217,-13.569,0.504,0.651,-46.259,-73.714,12.404,18.455
423,4,-11.506,-21.78,-3.304,-9.899,-0.076,-0.124,-66.701,-100.649,-6.738,-9.695
424,1,-15.008,-28.112,-4.977,-13.279,-0.175,-0.166,-40.264,-64.797,5.994,8.918
424,5,-11.464,-21.712,-3.329,-9.872,-0.189,-0.271,-61.849,-93.588,-1.981,-2.727
425,5,-11.388,-21.612,-3.249,-9.766,0.076,0.101,-61.798,-93.52,0.052,0.068
425,1,-15.289,-28.523,-4.977,-13.279,-0.281,-0.411,-55.285,-87.138,-15.021,-22.342
426,5,-11.374,-21.594,-3.295,-9.908,0.014,0.017,-60.647,-91.98,1.151,1.54
426,1,-15.098,-28.193,-4.967,-13.288,0.191,0.33,-40.491,-65.15,14.794,21.988
427,1,-14.612,-27.59,-4.967,-13.288,0.486,0.603,-40.184,-64.753,0.308,0.397
427,5,-11.333,-21.53,-3.354,-9.845,0.04,0.064,-56.846,-86.401,3.801,5.579
428,1,-14.5,-27.44,-4.967,-13.288,0.112,0.15,-39.247,-63.387,0.937,1.366
428,5,-11.377,-21.594,-3.354,-9.845,-0.044,-0.064,-61.287,-92.937,-4.441,-6.536
429,1,-14.337,-27.264,-5.217,-13.569,0.163,0.176,-38.989,-63.713,0.258,-0.326
429,5,-11.33,-21.528,-3.337,-9.863,0.047,0.066,-60.628,-91.929,0.659,1.007
430,1,-14.277,-27.122,-4.967,-13.288,0.06,0.142,-38.261,-61.98,0.729,1.733
430,5,-11.216,-21.358,-3.354,-9.845,0.114,0.17,-55.641,-84.824,4.987,7.106
431,1,-14.347,-27.204,-5.086,-13.432,-0.071,-0.082,-38.491,-62.28,-0.23,-0.3
431,5,-11.279,-21.448,-3.337,-9.863,-0.063,-0.089,-61.663,-93.368,-6.023,-8.544
432,5,-11.161,-21.284,-3.346,-9.854,0.118,0.164,-55.488,-84.629,6.175,8.739
432,1,-14.929,-28.005,-5.086,-13.432,-0.582,-0.801,-44.552,-71.175,-6.061,-8.895
433,5,-11.148,-21.266,-3.428,-9.962,0.013,0.018,-55.986,-85.214,-0.498,-0.584
433,1,-14.957,-28.016,-4.998,-13.261,-0.028,-0.01,-41.845,-67.186,2.707,3.989
434,1,-14.663,-27.683,-5.33,-13.727,0.294,0.332,-43.706,-70.509,-1.861,-3.323
434,5,-11.114,-21.22,-3.27,-9.935,0.034,0.046,-56.054,-85.329,-0.069,-0.115
435,1,-14.205,-27.04,-5.319,-13.736,0.457,0.643,-41.207,-66.96,2.5,3.549
435,5,-11.124,-21.236,-3.385,-10.007,-0.01,-0.017,-53.115,-81.189,2.939,4.14
436,1,-14.172,-26.998,-5.185,-13.596,0.033,0.042,-41.063,-66.771,0.143,0.189
436,5,-11.065,-21.171,-3.27,-9.935,0.059,0.065,-55.755,-85.011,-2.64,-3.821
437,1,-14.232,-27.089,-5.196,-13.587,-0.06,-0.091,-40.347,-65.482,0.717,1.289
437,5,-11.147,-21.267,-3.428,-9.962,-0.082,-0.095,-51.596,-78.995,4.159,6.016
438,1,-14.473,-27.417,-5.33,-13.727,-0.24,-0.328,-40.38,-65.517,-0.033,-0.035
438,5,-11.112,-21.221,-3.428,-9.962,0.035,0.045,-47.748,-73.621,3.848,5.373
439,1,-14.332,-27.221,-5.319,-13.736,0.141,0.195,-39.404,-64.082,0.976,1.435
439,5,-11.245,-21.406,-3.411,-9.98,-0.132,-0.184,-48.64,-74.837,-0.892,-1.216
440,1,-14.76,-27.83,-5.319,-13.736,-0.428,-0.608,-47.363,-75.494,-7.96,-11.412
440,5,-11.237,-21.401,-3.402,-9.989,0.007,0.005,-48.797,-75.003,-0.156,-0.166
441,1,-14.927,-28.061,-5.33,-13.727,-0.167,-0.231,-46.065,-73.444,1.298,2.05
441,5,-11.332,-21.538,-3.411,-9.98,-0.095,-0.137,-51.864,-79.507,-3.068,-4.504
442,1,-14.906,-28.021,-5.319,-13.736,0.022,0.04,-45.089,-72.009,0.976,1.435
442,5,-11.453,-21.698,-3.519,-10.061,-0.121,-0.16,-54.861,-83.716,-2.997,-4.209
443,1,-14.859,-27.948,-5.33,-13.727,0.046,0.073,-44.277,-70.808,0.812,1.2
443,5,-11.389,-21.583,-3.279,-9.926,0.064,0.115,-55.152,-83.959,-0.29,-0.242
444,1,-14.965,-28.084,-5.33,-13.727,-0.105,-0.135,-44.834,-71.783,-0.557,-0.975
444,5,-11.327,-21.507,-3.419,-9.971,0.062,0.077,-50.287,-77.05,4.865,6.908
445,1,-15.03,-28.16,-5.33,-13.727,-0.066,-0.076,-44.659,-71.623,0.175,0.16
445,5,-11.332,-21.518,-3.287,-9.917,-0.005,-0.011,-48.615,-74.779,1.672,2.271
446,1,-14.823,-27.869,-5.33,-13.727,0.207,0.291,-45.027,-71.95,-0.368,-0.327
446,5,-11.392,-21.615,-3.419,-9.971,-0.06,-0.097,-43.99,-68.102,4.626,6.678
